home_off_pass_ypg,home_def_pass_ypg,home_off_rush_ypg,home_def_rush_ypg,home_off_ppg,home_def_ppg,home_win_pct,away_off_pass_ypg,away_def_pass_ypg,away_off_rush_ypg,away_def_rush_ypg,away_off_ppg,away_def_ppg,away_win_pct,played,home_team,away_team,home_alias,away_alias,homePts,awayPts,winner,totalPts,home_passing_yards,away_passing_yards,home_rushing_yards,away_rushing_yards,week,season,fk
278.35714285714283,256.5,116.64285714285714,116.21428571428571,26.714285714285715,22.142857142857142,0.6428571428571429,168.71428571428572,187.42857142857142,124.71428571428571,104.78571428571429,15.357142857142858,23.785714285714285,0.35714285714285715,True,Patriots,Bills,NE,BUF,24,12,home,36,117,217,273,72,16,2018,Patriots_Bills_16_2018
255.85714285714286,280.7857142857143,98.85714285714286,104.85714285714286,22.214285714285715,22.714285714285715,0.5,233.14285714285714,258.2857142857143,130.35714285714286,88.28571428571429,25.142857142857142,20.071428571428573,0.7142857142857143,True,Eagles,Texans,PHI,HOU,32,30,home,62,462,309,57,62,16,2018,Eagles_Texans_16_2018
189.5,257.07142857142856,112.64285714285714,145.21428571428572,21.071428571428573,26.714285714285715,0.5,207.28571428571428,198.85714285714286,111.92857142857143,119.57142857142857,16.071428571428573,20.642857142857142,0.2857142857142857,True,Dolphins,Jaguars,MIA,JAC,7,17,away,24,121,118,62,126,16,2018,Dolphins_Jaguars_16_2018
240.78571428571428,233.92857142857142,123.42857142857143,112.07142857142857,21.5,26.642857142857142,0.2857142857142857,226.14285714285714,227.28571428571428,119.92857142857143,83.57142857142857,27.357142857142858,18.857142857142858,0.7142857142857143,True,49ers,Bears,SF,CHI,9,14,away,23,232,235,47,90,16,2018,49ers_Bears_16_2018
262.3333333333333,198.46666666666667,95.33333333333333,109.73333333333333,23.333333333333332,21.133333333333333,0.5666666666666667,226.73333333333332,227.6,117.93333333333334,81.13333333333334,26.466666666666665,18.2,0.7333333333333333,True,Vikings,Bears,MIN,CHI,10,24,away,34,101,163,63,169,17,2018,Vikings_Bears_17_2018
226.06666666666666,198.93333333333334,143,85.13333333333334,24.2,17.533333333333335,0.6,242.06666666666666,263.8666666666667,122.86666666666666,124.46666666666667,22.333333333333332,24.4,0.5,True,Ravens,Browns,BAL,CLE,26,24,home,50,167,376,296,50,17,2018,Ravens_Browns_17_2018
267.6,253.86666666666667,127.06666666666666,113.26666666666667,26.533333333333335,21.466666666666665,0.6666666666666666,202,254.73333333333332,101.2,126,22,26.866666666666667,0.26666666666666666,True,Patriots,Jets,NE,NYJ,38,3,home,41,244,135,131,104,17,2018,Patriots_Jets_17_2018
187.33333333333334,212.86666666666667,128.66666666666666,113.66666666666667,19.533333333333335,18,0.6,278.8666666666667,242.66666666666666,104,102.2,26.666666666666668,21.8,0.6,True,Titans,Colts,TEN,IND,17,33,away,50,165,278,93,158,17,2018,Titans_Colts_17_2018
198.93333333333334,248.6,158.53333333333333,115.06666666666666,26.733333333333334,21.533333333333335,0.6,160.66666666666666,210.2,83.8,153.13333333333333,13.4,26.533333333333335,0.2,True,Seahawks,Cardinals,SEA,ARI,27,24,home,51,109,113,182,85,17,2018,Seahawks_Cardinals_17_2018
227.13333333333333,251.26666666666668,121.66666666666667,119.8,21.333333333333332,21.733333333333334,0.4,261.93333333333334,223.86666666666667,117.13333333333334,107.4,27,21.333333333333332,0.7333333333333333,True,Broncos,Chargers,DEN,LAC,9,23,away,32,288,160,82,116,17,2018,Broncos_Chargers_17_2018
273.93333333333334,232,108.06666666666666,119.2,25.066666666666666,24.6,0.43333333333333335,220.26666666666668,231.33333333333334,102,114.33333333333333,19.533333333333335,24,0.3333333333333333,True,Packers,Lions,GB,DET,0,31,away,31,129,272,46,130,17,2018,Packers_Lions_17_2018
318.93333333333334,251.4,95.4,124.93333333333334,24.266666666666666,28.666666666666668,0.3333333333333333,284.8666666666667,254.13333333333333,97.6,127.13333333333334,25.333333333333332,26.066666666666666,0.4,True,Buccaneers,Falcons,TB,ATL,32,34,away,66,341,380,92,109,17,2018,Buccaneers_Falcons_17_2018
285.6666666666667,234.4,138.4,122,31.933333333333334,23.466666666666665,0.8,240.2,234,118.33333333333333,110.6,20.666666666666668,25.8,0.26666666666666666,True,Rams,49ers,LA,SF,48,32,home,80,222,264,155,127,17,2018,Rams_49ers_17_2018
196.86666666666667,237.53333333333333,116.86666666666666,115.4,18.733333333333334,22.333333333333332,0.4666666666666667,269.6,282.6666666666667,96.06666666666666,102,22.866666666666667,23.2,0.5333333333333333,True,Redskins,Eagles,WAS,PHI,0,24,away,24,68,231,21,129,17,2018,Redskins_Eagles_17_2018
238.2,271.8666666666667,125.8,86.2,25.466666666666665,20.866666666666667,0.6666666666666666,201.33333333333334,193.66666666666666,112.86666666666666,115.73333333333333,16.133333333333333,19.733333333333334,0.3333333333333333,True,Texans,Jaguars,HOU,JAC,20,3,home,23,208,89,134,30,17,2018,Texans_Jaguars_17_2018
249.93333333333334,245.06666666666666,100.46666666666667,123.13333333333334,22.266666666666666,25.066666666666666,0.3333333333333333,211.33333333333334,230.46666666666667,127.46666666666667,91.33333333333333,20.2,19.266666666666666,0.6,True,Giants,Cowboys,NYG,DAL,35,36,away,71,298,368,143,51,17,2018,Giants_Cowboys_17_2018
171.93333333333334,182.73333333333332,121.2,116,15.133333333333333,23.8,0.3333333333333333,184.93333333333334,247.8,109.26666666666667,143.93333333333334,20.133333333333333,26.066666666666666,0.4666666666666667,True,Bills,Dolphins,BUF,MIA,42,17,home,59,215,126,166,99,17,2018,Bills_Dolphins_17_2018
309.6666666666667,280.6,117.06666666666666,132.46666666666667,35.333333333333336,27.866666666666667,0.7333333333333333,239.06666666666666,236.2,100.06666666666666,143.33333333333334,19.133333333333333,28.8,0.26666666666666666,True,Chiefs,Raiders,KC,OAK,35,3,home,38,310,165,99,127,17,2018,Chiefs_Raiders_17_2018
262.1333333333333,269.26666666666665,122.73333333333333,78.13333333333334,32.666666666666664,21.333333333333332,0.8666666666666667,238.2,249.13333333333333,135,108,22.866666666666667,24.533333333333335,0.4,True,Saints,Panthers,NO,CAR,14,33,away,47,110,263,184,111,17,2018,Saints_Panthers_17_2018
315.3333333333333,241.73333333333332,92,94.2,27.466666666666665,23.133333333333333,0.5666666666666667,214.6,275.73333333333335,103.8,142.6,23.666666666666668,29.266666666666666,0.4,True,Steelers,Bengals,PIT,CIN,16,13,home,29,278,71,65,125,17,2018,Steelers_Bengals_17_2018
361,275,116,112,27,27,0.5,310,173,125,203,30,24,1,True,Lions,Chargers,DET,LAC,13,10,home,23,245,287,94,137,2,2019,Lions_Chargers_2_2019
249,259,95,98,16,24,0,208,166,46,47,3,10,0,True,Broncos,Bears,DEN,CHI,14,16,away,30,282,120,90,153,2,2019,Broncos_Bears_2_2019
216,183,127,166,27,30,0,174,158,121,98,17,31,0,True,Panthers,Buccaneers,CAR,TB,14,20,away,34,313,189,39,100,2,2019,Panthers_Buccaneers_2_2019
216,244,123,102,43,13,1,173,310,203,125,24,30,0,True,Titans,Colts,TEN,IND,17,19,away,36,119,121,124,167,2,2019,Titans_Colts_2_2019
272,97,73,172,12,28,0,313,370,123,28,32,27,1,True,Falcons,Eagles,ATL,PHI,24,20,home,44,310,237,57,49,2,2019,Falcons_Eagles_2_2019
370,313,28,123,27,32,0,405,319,89,151,35,17,1,True,Redskins,Cowboys,WAS,DAL,21,31,away,52,208,261,47,213,2,2019,Redskins_Cowboys_2_2019
276,366,32,99,3,33,0,160,395,72,34,21,20,1,True,Steelers,Seahawks,PIT,SEA,26,28,away,54,180,274,81,151,2,2019,Steelers_Seahawks_2_2019
166,208,47,46,10,3,1,97,272,172,73,28,12,1,True,Packers,Vikings,GB,MIN,21,16,home,37,191,223,144,198,2,2019,Packers_Vikings_2_2019
259,249,98,95,24,16,1,378,347,113,81,40,26,1,True,Raiders,Chiefs,OAK,KC,10,28,away,38,178,436,129,31,2,2019,Raiders_Chiefs_2_2019
155,242,68,128,16,17,0,244,216,102,123,13,43,0,True,Jets,Browns,NYJ,CLE,3,23,away,26,169,305,93,70,2,2019,Jets_Browns_2_2019
319,405,151,89,17,35,0,242,155,128,68,17,16,1,True,Giants,Bills,NYG,BUF,14,28,away,42,241,237,129,151,2,2019,Giants_Bills_2_2019
234,362,180,148,28,30,0,347,378,81,113,26,40,0,True,Texans,Jaguars,HOU,JAC,13,12,home,25,137,178,126,103,2,2019,Texans_Jaguars_2_2019
378,179,265,21,59,10,1,275,361,112,116,27,27,0.5,True,Ravens,Cardinals,BAL,ARI,23,17,home,40,258,329,182,20,2,2019,Ravens_Cardinals_2_2019
183,216,166,127,30,27,1,362,234,148,180,30,28,1,True,Rams,Saints,LA,NO,27,9,home,36,265,187,115,57,2,2019,Rams_Saints_2_2019
395,160,34,72,20,21,0,158,174,98,121,31,17,1,True,Bengals,49ers,CIN,SF,17,41,away,58,291,312,25,259,2,2019,Bengals_49ers_2_2019
179,378,21,265,10,59,0,366,276,99,32,33,3,1,True,Dolphins,Patriots,MIA,NE,0,43,away,43,142,255,42,124,2,2019,Dolphins_Patriots_2_2019
181.5,235.5,110.5,68.5,18.5,22.5,0.5,280,321,140,120,15.5,31.5,0,True,Buccaneers,Giants,TB,NYG,31,32,away,63,355,312,144,72,3,2019,Buccaneers_Giants_3_2019
235,232.5,178.5,73,36,17,1,228,320,56.5,125,14.5,30.5,0,True,49ers,Steelers,SF,PIT,24,20,home,44,268,160,168,79,3,2019,49ers_Steelers_3_2019
178.5,215.5,95.5,122,15.5,9.5,1,265.5,189.5,92.5,125.5,15,20,0,True,Packers,Broncos,GB,DEN,27,16,home,43,235,161,77,149,3,2019,Packers_Broncos_3_2019
147,214.5,185,124.5,21.5,23.5,0.5,291,167,65,110.5,18,24,0.5,True,Colts,Falcons,IND,ATL,27,24,home,51,300,304,79,93,3,2019,Colts_Falcons_3_2019
274.5,192.5,86,108,18,23,0.5,224,201.5,140.5,92,28.5,18,1,True,Browns,Rams,CLE,LA,13,20,away,33,175,254,95,90,3,2019,Browns_Rams_3_2019
407,262.5,72,105,34,18,1,318,254,223.5,20.5,41,13.5,1,True,Chiefs,Ravens,KC,BAL,33,28,home,61,363,249,140,203,3,2019,Chiefs_Ravens_3_2019
298.5,209,131,148.5,20,18.5,0.5,185.5,270,153,125.5,20.5,21,0.5,True,Chargers,Texans,LAC,HOU,20,27,away,47,293,337,73,39,3,2019,Chargers_Texans_3_2019
239.5,198,139.5,98.5,22.5,15,1,343,236,29.5,165.5,18.5,31,0,True,Bills,Bengals,BUF,CIN,21,17,home,38,241,240,175,66,3,2019,Bills_Bengals_3_2019
310.5,209,111.5,37,38,1.5,1,162,273.5,80.5,99,9.5,20,0,True,Patriots,Jets,NE,NYJ,30,14,home,44,313,69,68,36,3,2019,Patriots_Jets_3_2019
289,287,37.5,168,24,31.5,0,164,224,99.5,68.5,9.5,12,0.5,True,Redskins,Bears,WAS,CHI,15,31,away,46,287,208,69,90,3,2019,Redskins_Bears_3_2019
275,340,86,42.5,26,25.5,0.5,303,281,105,124.5,20,18.5,0.75,True,Eagles,Lions,PHI,DET,24,27,away,51,246,201,127,86,3,2019,Eagles_Lions_3_2019
302,309.5,66,149,22,25,0.25,264.5,186,83,133,20.5,25,0,True,Cardinals,Panthers,ARI,CAR,20,38,away,58,127,240,121,173,3,2019,Cardinals_Panthers_3_2019
262.5,257.5,92,119.5,19,26.5,0,167.5,182.5,123.5,134.5,30,16,0.5,True,Jaguars,Titans,JAC,TEN,20,7,home,27,204,249,88,91,3,2019,Jaguars_Titans_3_2019
160,231.5,185,108.5,22,16.5,0.5,218.5,342.5,113.5,63,17,22,0.5,True,Vikings,Raiders,MIN,OAK,34,14,home,48,174,214,211,88,3,2019,Vikings_Raiders_3_2019
217,287.5,111.5,57.5,24.5,23,1,274.5,249.5,102.5,147.5,19.5,27.5,0.5,True,Seahawks,Saints,SEA,NO,27,33,away,60,406,177,108,88,3,2019,Seahawks_Saints_3_2019
333,263.5,151,99,33,19,1,160.5,316.5,31.5,194.5,5,51,0,True,Cowboys,Dolphins,DAL,MIA,31,6,home,37,241,211,235,72,3,2019,Cowboys_Dolphins_3_2019
234,192.66666666666666,123.66666666666667,93,25.666666666666668,16.333333333333332,1,239.33333333333334,261,121.66666666666667,69.66666666666667,22.666666666666668,25.666666666666668,0.3333333333333333,True,Rams,Buccaneers,LA,TB,40,55,away,95,490,376,28,88,4,2019,Rams_Buccaneers_4_2019
236,277.6666666666667,115,108,22.666666666666668,20.666666666666668,0.6666666666666666,256.3333333333333,166.33333333333334,113,129,26.333333333333332,23.333333333333332,0.3333333333333333,True,Texans,Panthers,HOU,CAR,10,16,away,26,128,203,136,94,4,2019,Texans_Panthers_4_2019
295,290.3333333333333,216.66666666666666,60.333333333333336,36.666666666666664,20,0.6666666666666666,241.33333333333334,213,89,102,16.333333333333332,22,0.3333333333333333,True,Ravens,Browns,BAL,CLE,25,40,away,65,222,337,173,193,4,2019,Ravens_Browns_4_2019
269,269.3333333333333,98.66666666666667,125.33333333333333,22.333333333333332,20.333333333333332,0.8333333333333334,392.3333333333333,258,94.66666666666667,137.66666666666666,33.666666666666664,21.333333333333332,1,True,Lions,Chiefs,DET,KC,30,34,away,64,261,315,186,123,4,2019,Lions_Chiefs_4_2019
240,212,151.33333333333334,87.66666666666667,22,15.666666666666666,1,311.3333333333333,162.33333333333334,97,36.666666666666664,35.333333333333336,5.666666666666667,1,True,Bills,Patriots,BUF,NE,10,16,away,26,240,150,135,74,4,2019,Bills_Patriots_4_2019
177.33333333333334,291.3333333333333,45,208,5.333333333333333,44.333333333333336,0,296.6666666666667,251.66666666666666,111.66666666666667,112,20,21.333333333333332,0.3333333333333333,True,Dolphins,Chargers,MIA,LAC,10,30,away,40,161,311,72,79,4,2019,Dolphins_Chargers_4_2019
198,244.33333333333334,149.66666666666666,114,23.333333333333332,23.666666666666668,0.6666666666666666,217,286.3333333333333,105,112.33333333333333,16,26,0.3333333333333333,True,Colts,Raiders,IND,OAK,24,31,away,55,265,189,81,188,4,2019,Colts_Raiders_4_2019
242,301.6666666666667,97.66666666666667,134.33333333333334,24,27.333333333333332,0.6666666666666666,302.3333333333333,246,179,90,32.333333333333336,14.666666666666666,1,True,Saints,Cowboys,NO,DAL,12,10,home,22,149,212,117,45,4,2019,Saints_Cowboys_4_2019
243.66666666666666,286.3333333333333,84.33333333333333,157,21.333333333333332,29.333333333333332,0.16666666666666666,280,250.66666666666666,110.33333333333333,67.66666666666667,25.333333333333332,26.333333333333332,0.6666666666666666,True,Cardinals,Seahawks,ARI,SEA,10,27,away,37,206,225,115,115,4,2019,Cardinals_Seahawks_4_2019
178.66666666666666,245,96.33333333333333,68.66666666666667,16.666666666666668,13,0.6666666666666666,164.66666666666666,225.66666666666666,193.66666666666666,101.66666666666667,26,15.666666666666666,0.6666666666666666,True,Bears,Vikings,CHI,MIN,16,6,home,22,197,182,72,40,4,2019,Bears_Vikings_4_2019
197.33333333333334,197.33333333333334,89.33333333333333,131,19.333333333333332,11.666666666666666,1,265.3333333333333,293.6666666666667,99.66666666666667,57,25.333333333333332,26,0.3333333333333333,True,Packers,Eagles,GB,PHI,27,34,away,61,414,160,77,176,4,2019,Packers_Eagles_4_2019
230.66666666666666,204.66666666666666,111.33333333333333,109.33333333333333,15.333333333333334,22.333333333333332,0,243,254.66666666666666,90.66666666666667,110,19.333333333333332,20,0.3333333333333333,True,Broncos,Jaguars,DEN,JAC,24,26,away,50,303,186,68,269,4,2019,Broncos_Jaguars_4_2019
295.3333333333333,211.33333333333334,74.33333333333333,100,20,25,0.3333333333333333,194.66666666666666,189.66666666666666,112.66666666666667,119,22.333333333333332,17.333333333333332,0.3333333333333333,True,Falcons,Titans,ATL,TEN,10,24,away,34,364,227,58,138,4,2019,Falcons_Titans_4_2019
205.33333333333334,302.6666666666667,64,139.33333333333334,16.333333333333332,28.333333333333332,0,308.6666666666667,237.66666666666666,41.666666666666664,168.66666666666666,18,27.666666666666668,0,True,Steelers,Bengals,PIT,CIN,27,3,home,30,260,102,66,73,4,2019,Steelers_Bengals_4_2019
290.6666666666667,332.3333333333333,117.33333333333333,128,21,31.333333333333332,0.3333333333333333,288.3333333333333,260.6666666666667,48,142,21,31.333333333333332,0,True,Giants,Redskins,NYG,WAS,24,3,home,27,225,121,164,55,4,2019,Giants_Redskins_4_2019
246,208.33333333333334,175,75,32,18,1,265.25,215.25,115,119.75,22.25,22.75,0.5,True,49ers,Browns,SF,CLE,31,3,home,34,171,78,275,102,5,2019,49ers_Browns_5_2019
202.75,233.25,119,103.75,22.75,15.5,0.5,240,196.5,147.25,84.25,19,15.75,0.75,True,Titans,Bills,TEN,BUF,7,14,away,21,150,204,102,109,5,2019,Titans_Bills_5_2019
209,259,120.25,104.5,19.5,19.5,0.5,312.5,215.25,70.25,109.5,17.5,24.75,0.25,True,Texans,Falcons,HOU,ATL,53,32,home,85,426,316,166,57,5,2019,Texans_Falcons_5_2019
300.25,229,103.5,102,22.5,18.5,0.5,248.75,200,100.5,149.25,17.5,23.25,0,True,Chargers,Broncos,LAC,DEN,13,20,away,33,211,159,35,191,5,2019,Chargers_Broncos_5_2019
266.25,239.5,111.5,79.5,25.75,22.25,0.75,298,238.5,99.75,91.75,29.25,26,0.75,True,Seahawks,Rams,SEA,LA,30,29,home,59,262,395,167,82,5,2019,Seahawks_Rams_5_2019
219,252.5,64.5,122.75,19,22,0.25,276.75,302,205.75,93.5,33.75,25,0.5,True,Steelers,Ravens,PIT,BAL,23,26,away,49,192,139,77,138,5,2019,Steelers_Ravens_5_2019
279.75,221.75,145.5,96.75,26.75,14,0.75,251.5,188,86.25,142.25,21.25,17.25,0.75,True,Cowboys,Packers,DAL,GB,24,34,away,58,441,215,122,120,5,2019,Cowboys_Packers_5_2019
246.5,251.75,49.75,147.5,16.5,29.5,0,271,181.75,91.25,61.25,30.5,6.75,1,True,Redskins,Patriots,WAS,NE,7,33,away,40,78,312,145,130,5,2019,Redskins_Patriots_5_2019
257,243.25,49.5,143,14.25,27.5,0,234.25,271,92,146.5,18.5,28.75,0.125,True,Bengals,Cardinals,CIN,ARI,23,26,away,49,262,248,108,266,5,2019,Bengals_Cardinals_5_2019
243,156.75,108.25,130.75,23.75,20,0.5,228.75,266.75,135.25,99.5,21,21,0.5,True,Panthers,Jaguars,CAR,JAC,34,27,home,61,160,358,285,149,5,2019,Panthers_Jaguars_5_2019
218.75,279.25,102.5,112,21,23,0.75,273.5,318.25,113.25,59.25,30.75,29.25,0.5,True,Saints,Buccaneers,NO,TB,31,24,home,55,345,158,112,94,5,2019,Saints_Buccaneers_5_2019
239,323.75,118.75,62,27.5,26.25,0.5,131,286.6666666666667,65.66666666666667,88.66666666666667,11,23.333333333333332,0,True,Eagles,Jets,PHI,NYJ,31,6,home,37,181,61,84,67,5,2019,Eagles_Jets_5_2019
210,281,125.75,104.5,19.75,25.5,0.5,183.25,229.25,90.25,61.5,16.5,11.25,0.75,True,Raiders,Bears,OAK,CHI,24,21,home,45,229,194,169,42,5,2019,Raiders_Bears_5_2019
373,258.75,101.75,149.75,33.75,23.5,1,214.75,230.5,132.5,132.5,23.5,25.5,0.5,True,Chiefs,Colts,KC,IND,13,19,away,32,288,151,36,180,5,2019,Chiefs_Colts_5_2019
274.25,279.5,129,109.75,21.75,24.25,0.5,169,218.5,155.25,94.25,21,15.75,0.5,True,Giants,Vikings,NYG,MIN,10,28,away,38,147,279,64,211,5,2019,Giants_Vikings_5_2019
282.4,215,89.8,119.8,20.6,18.8,0.4,213.6,229.8,67,125.8,19.8,22.8,0.2,True,Chargers,Steelers,LAC,PIT,17,24,away,41,316,132,32,124,6,2019,Chargers_Steelers_6_2019
356,237.2,88.6,155.8,29.6,22.6,0.8,252.4,270.4,129.4,95,26.2,22,0.6,True,Chiefs,Texans,KC,HOU,24,31,away,55,256,280,53,192,6,2019,Chiefs_Texans_6_2019
244.2,238.6,93,138.2,23.8,18.6,0.8,267,280.75,120.5,124.75,24.25,23.75,0.625,True,Packers,Lions,GB,DET,23,22,home,45,277,243,170,56,6,2019,Packers_Lions_6_2019
227.8,206.4,112.4,150.8,18.4,24.4,0.4,265.4,270.6,122.6,80,26.6,23.6,0.8,True,Browns,Seahawks,CLE,SEA,28,32,away,60,249,284,157,170,6,2019,Browns_Seahawks_6_2019
113.5,260.25,66,87.5,9.75,25.25,0,312,220.4,140.8,101.4,26.2,18,0.6,True,Jets,Cowboys,NYJ,DAL,24,22,home,46,326,270,56,129,6,2019,Jets_Cowboys_6_2019
279.2,161,99,78,31,6.8,1,248.8,279.4,116,130,19.4,25,0.4,True,Patriots,Giants,NE,NYG,35,14,home,49,313,161,114,52,6,2019,Patriots_Giants_6_2019
317.4,243.2,96.2,106.8,29.2,26.8,0.6,227.25,175.75,200,81.75,31.75,14.25,1,True,Rams,49ers,LA,SF,7,20,away,27,48,232,109,99,6,2019,Rams_49ers_6_2019
249.2,280,192.2,90.2,32.2,24.6,0.6,258,244.2,61.2,167.6,16,27.2,0,True,Ravens,Bengals,BAL,CIN,23,17,home,40,228,217,269,33,6,2019,Ravens_Bengals_6_2019
254.6,245.4,138,136.6,22.2,23.6,0.4,244,255,104.4,108.4,23,23.2,0.8,True,Jaguars,Saints,JAC,NO,6,13,away,19,151,222,75,104,6,2019,Jaguars_Saints_6_2019
230.8,202.2,118.6,126.4,18,21.2,0.2,192.2,227.4,115.6,104.8,19.6,15.2,0.4,True,Broncos,Titans,DEN,TEN,16,0,home,16,167,165,103,39,6,2019,Broncos_Titans_6_2019
250.4,323.6,109.4,69.8,29.4,29.6,0.4,226.4,197,143.6,134.4,25.8,21.4,0.6,True,Buccaneers,Panthers,TB,CAR,26,37,away,63,365,209,42,59,6,2019,Buccaneers_Panthers_6_2019
191,204.2,166.4,88.2,22.4,14.6,0.6,227.4,271.2,111.8,63,28.2,22.2,0.6,True,Vikings,Eagles,MIN,PHI,38,20,home,58,325,292,122,108,6,2019,Vikings_Eagles_6_2019
237,269.2,126.8,138.8,20,27.6,0.3,313.2,257.4,67.6,120.8,20.4,30.4,0.2,True,Cardinals,Falcons,ARI,ATL,34,33,home,67,340,341,102,103,6,2019,Cardinals_Falcons_6_2019
173.25,296.25,51.75,175.75,6.5,40.75,0,212.8,263.8,68.8,144,14.6,30.2,0,True,Dolphins,Redskins,MIA,WAS,16,17,away,33,187,166,84,145,6,2019,Dolphins_Redskins_6_2019
249.66666666666666,239.33333333333334,105.83333333333333,124.5,23.666666666666668,19.166666666666668,0.8333333333333334,213.8,263.6,134.4,92,20.6,24.6,0.6,True,Packers,Raiders,GB,OAK,42,24,home,66,421,329,60,155,7,2019,Packers_Raiders_7_2019
232.8,187.2,139.6,87.8,18,14,0.8,176,270.2,58.2,169.6,8.4,36,0,True,Bills,Dolphins,BUF,MIA,31,21,home,52,188,272,117,109,7,2019,Bills_Dolphins_7_2019
185.4,229.2,80.6,83,17.4,13.8,0.6,240.33333333333334,237.66666666666666,104.33333333333333,102.83333333333333,21.333333333333332,20.333333333333332,0.8333333333333334,True,Bears,Saints,CHI,NO,25,36,away,61,235,273,17,151,7,2019,Bears_Saints_7_2019
317.8333333333333,271.1666666666667,73.5,117.66666666666667,22.5,31,0.16666666666666666,272.5,241.33333333333334,98.33333333333333,105.5,25.5,25.666666666666668,0.5,True,Falcons,Rams,ATL,LA,10,37,away,47,186,291,38,90,7,2019,Falcons_Rams_7_2019
262.2,280,107.6,133.8,23.8,23.6,0.5,213.33333333333334,218.83333333333334,159,91.5,25,15.5,0.6666666666666666,True,Lions,Vikings,DET,MIN,30,42,away,72,352,338,81,166,7,2019,Lions_Vikings_7_2019
305,238,138.83333333333334,93.83333333333333,25.5,19,0.5,238.16666666666666,280.1666666666667,111.16666666666667,72.83333333333333,26.833333333333332,24.833333333333332,0.5,True,Cowboys,Eagles,DAL,PHI,37,10,home,47,213,168,189,115,7,2019,Cowboys_Eagles_7_2019
202,242,142,113.2,22.6,23,0.6,257,268,139.83333333333334,88,27,22.333333333333332,0.6666666666666666,True,Colts,Texans,IND,HOU,30,23,home,53,321,291,62,100,7,2019,Colts_Texans_7_2019
156,262.2,64,95.8,12.6,24.6,0.2,284.8333333333333,161,101.5,73.66666666666667,31.666666666666668,8,1,True,Jets,Patriots,NYJ,NE,0,33,away,33,73,249,81,74,7,2019,Jets_Patriots_7_2019
234.16666666666666,285,105.33333333333333,127.33333333333333,18.5,26.666666666666668,0.3333333333333333,254.16666666666666,281.1666666666667,122.66666666666667,132.83333333333334,22.333333333333332,28.5,0.4166666666666667,True,Giants,Cardinals,NYG,ARI,21,27,away,48,156,89,107,156,7,2019,Giants_Cardinals_7_2019
187.66666666666666,217.33333333333334,102.83333333333333,104.5,16.333333333333332,15.333333333333334,0.3333333333333333,288,201.16666666666666,80.16666666666667,120.5,20,19.666666666666668,0.3333333333333333,True,Titans,Chargers,TEN,LAC,23,20,home,43,306,326,97,39,7,2019,Titans_Chargers_7_2019
220.16666666666666,196,116,111.83333333333333,17.666666666666668,17.666666666666668,0.3333333333333333,339.3333333333333,244.33333333333334,82.66666666666667,161.83333333333334,28.666666666666668,24,0.6666666666666666,True,Broncos,Chiefs,DEN,KC,6,30,away,36,134,191,71,80,7,2019,Broncos_Chiefs_7_2019
205,251,81.5,134,15,27.833333333333332,0.16666666666666666,228.2,150.2,179.8,87.2,29.4,12.8,1,True,Redskins,49ers,WAS,SF,0,9,away,9,50,146,104,137,7,2019,Redskins_49ers_7_2019
268.5,267,130.5,92.83333333333333,27.5,24.333333333333332,0.8333333333333334,245.66666666666666,269.5,205,80.66666666666667,30.666666666666668,23.333333333333332,0.6666666666666666,True,Seahawks,Ravens,SEA,BAL,16,30,away,46,241,141,106,199,7,2019,Seahawks_Ravens_7_2019
251.16666666666666,241.5,56.5,184.5,16.166666666666668,26.5,0,237.33333333333334,241.5,127.5,131.16666666666666,19.5,21.833333333333332,0.3333333333333333,True,Bengals,Jaguars,CIN,JAC,17,27,away,44,258,244,33,216,7,2019,Bengals_Jaguars_7_2019
299,274,68.42857142857143,113.71428571428571,20.714285714285715,31.857142857142858,0.14285714285714285,264.57142857142856,249,127,108,25.857142857142858,25.142857142857142,0.7142857142857143,True,Falcons,Seahawks,ATL,SEA,20,27,away,47,441,171,69,151,8,2019,Falcons_Seahawks_8_2019
221.83333333333334,250.16666666666666,128.66666666666666,111,23.833333333333332,23,0.6666666666666666,207.85714285714286,195.28571428571428,109.57142857142857,107.28571428571429,16,19.428571428571427,0.2857142857142857,True,Colts,Broncos,IND,DEN,15,13,home,28,191,166,127,113,8,2019,Colts_Broncos_8_2019
214.5,133.5,172.66666666666666,90,26,10.666666666666666,1,223.5,225,129.5,119,27.666666666666668,22.166666666666668,0.6666666666666666,True,49ers,Panthers,SF,CAR,51,13,home,64,156,100,232,130,8,2019,49ers_Panthers_8_2019
245,237.28571428571428,111,90.57142857142857,23.428571428571427,21,0.8571428571428571,230.57142857142858,263.2857142857143,127.42857142857143,129.14285714285714,23,27.428571428571427,0.5,True,Saints,Cardinals,NO,ARI,31,9,home,40,373,197,137,40,8,2019,Saints_Cardinals_8_2019
193.66666666666666,236.5,70,94.33333333333333,18.666666666666668,17.5,0.5,293.42857142857144,216.14285714285714,74.28571428571429,117.14285714285714,20,20.142857142857142,0.2857142857142857,True,Bears,Chargers,CHI,LAC,16,17,away,33,226,195,162,36,8,2019,Bears_Chargers_8_2019
200,244.16666666666666,76.5,110.16666666666667,20.5,21.833333333333332,0.3333333333333333,192,256.5,66.66666666666667,160.83333333333334,10.5,35.166666666666664,0,True,Steelers,Dolphins,PIT,MIA,27,14,home,41,236,170,158,60,8,2019,Steelers_Dolphins_8_2019
