home_off_pass_ypg,home_def_pass_ypg,home_off_rush_ypg,home_def_rush_ypg,home_off_ppg,home_def_ppg,home_win_pct,away_off_pass_ypg,away_def_pass_ypg,away_off_rush_ypg,away_def_rush_ypg,away_off_ppg,away_def_ppg,away_win_pct,played,home_team,away_team,home_alias,away_alias,homePts,awayPts,winner,totalPts,home_passing_yards,away_passing_yards,home_rushing_yards,away_rushing_yards,week,season,fk
182.64285714285714,224.78571428571428,163.57142857142858,124.42857142857143,25.571428571428573,22.428571428571427,0.5,218.71428571428572,234.42857142857142,106.28571428571429,132.5,22.5,22.428571428571427,0.6428571428571429,True,Bills,Dolphins,BUF,MIA,31,34,away,65,317,233,272,261,16,2016,Bills_Dolphins_16_2016
263.93333333333334,245.06666666666666,112.73333333333333,91.26666666666667,24.8,20.2,0.6666666666666666,203.86666666666667,250.2,98.73333333333333,147.6,16,28.333333333333332,0.06666666666666667,True,Steelers,Browns,PIT,CLE,27,24,home,51,243,206,69,231,17,2016,Steelers_Browns_17_2016
239.06666666666666,212.46666666666667,72.06666666666666,101.86666666666666,19.266666666666666,19.8,0.4666666666666667,255.26666666666668,223.2,103.46666666666667,121.73333333333333,17.933333333333334,24.066666666666666,0.2,True,Vikings,Bears,MIN,CHI,38,10,home,48,250,140,124,183,17,2016,Vikings_Bears_17_2016
219.66666666666666,239.93333333333334,116.6,141.8,23.266666666666666,23,0.6666666666666666,268.8,240.06666666666666,116.8,89.46666666666667,27.066666666666666,15.733333333333333,0.8666666666666667,True,Dolphins,Patriots,MIA,NE,14,35,away,49,205,276,75,120,17,2016,Dolphins_Patriots_17_2016
248.26666666666668,235.8,107.73333333333333,116,19.866666666666667,20.333333333333332,0.36666666666666664,255.8,233.73333333333332,92.73333333333333,85.13333333333334,22.2,19.6,0.5333333333333333,True,Bengals,Ravens,CIN,BAL,27,10,home,37,218,263,153,72,17,2016,Bengals_Ravens_17_2016
249.2,253.66666666666666,100.26666666666667,116.46666666666667,22.466666666666665,23.533333333333335,0.5333333333333333,231.86666666666667,273.53333333333336,112.4,90.2,23.533333333333335,25.666666666666668,0.4,True,Buccaneers,Panthers,TB,CAR,17,16,home,33,188,207,112,128,17,2016,Buccaneers_Panthers_17_2016
227.2,270.93333333333334,138.93333333333334,91.13333333333334,23.8,24.066666666666666,0.5333333333333333,195.53333333333333,206.2,120.86666666666666,99.46666666666667,17.466666666666665,20.266666666666666,0.6,True,Titans,Texans,TEN,HOU,24,17,home,41,133,243,103,46,17,2016,Titans_Texans_17_2016
192,231.46666666666667,80,105.06666666666666,14.533333333333333,23.333333333333332,0.26666666666666666,258.4,219.6,109.86666666666666,97.73333333333333,24.933333333333334,23.733333333333334,0.43333333333333335,True,Rams,Cardinals,LA,ARI,6,44,away,50,71,260,52,84,17,2016,Rams_Cardinals_17_2016
300.8,263.93333333333334,110.53333333333333,117,25.733333333333334,24.266666666666666,0.5666666666666667,247.2,251.46666666666667,83.4,91.93333333333334,19.4,18.266666666666666,0.6666666666666666,True,Redskins,Giants,WAS,NYG,10,19,away,29,246,171,38,161,17,2016,Redskins_Giants_17_2016
223.53333333333333,247.06666666666666,113.26666666666667,105.53333333333333,22.666666666666668,21.2,0.4,233.66666666666666,262.3333333333333,155.13333333333333,81.46666666666667,27.2,18.6,0.8666666666666667,True,Eagles,Cowboys,PHI,DAL,27,13,home,40,232,126,114,69,17,2016,Eagles_Cowboys_17_2016
293.46666666666664,261.73333333333335,119.06666666666666,102.66666666666667,33.46666666666667,24.933333333333334,0.6666666666666666,315.53333333333336,270.46666666666664,107.33333333333333,98.93333333333334,29.133333333333333,27.733333333333334,0.4666666666666667,True,Falcons,Saints,ATL,NO,38,32,home,70,323,341,142,132,17,2016,Falcons_Saints_17_2016
217.6,249.06666666666666,111.66666666666667,100.86666666666666,16.333333333333332,26.6,0.26666666666666666,191.6,225.33333333333334,170.8,133.53333333333333,25.933333333333334,23.2,0.4666666666666667,True,Jets,Bills,NYJ,BUF,30,10,home,40,202,162,127,68,17,2016,Jets_Bills_17_2016
231.93333333333334,187.2,89.4,135.2,20.6,19.4,0.5333333333333333,259.1333333333333,260.93333333333334,124.33333333333333,115.86666666666666,27.333333333333332,24.066666666666666,0.8,True,Broncos,Raiders,DEN,OAK,24,6,home,30,206,164,143,57,17,2016,Broncos_Raiders_17_2016
260.8,260.8,102.26666666666667,116.26666666666667,25.8,24.8,0.4666666666666667,229.33333333333334,210.26666666666668,96.6,107.26666666666667,19.866666666666667,25.066666666666666,0.2,True,Colts,Jaguars,IND,JAC,24,20,home,44,290,288,94,182,17,2016,Colts_Jaguars_17_2016
181.33333333333334,237.26666666666668,130.46666666666667,171.13333333333333,19.066666666666666,30.333333333333332,0.13333333333333333,255.66666666666666,228.06666666666666,100.26666666666667,95,21.933333333333334,17.933333333333334,0.6333333333333333,True,49ers,Seahawks,SF,SEA,23,25,away,48,191,289,62,87,17,2016,49ers_Seahawks_17_2016
261.93333333333334,248.33333333333334,92.06666666666666,97.6,25.533333333333335,25.733333333333334,0.3333333333333333,231.86666666666667,245.93333333333334,109.66666666666667,120.6,23.466666666666665,18.933333333333334,0.7333333333333333,True,Chargers,Chiefs,SD,KC,27,37,away,64,269,262,129,103,17,2016,Chargers_Chiefs_17_2016
251.93333333333334,245.33333333333334,82.26666666666667,103.2,21.466666666666665,21.8,0.6,260.26666666666665,265.06666666666666,103.2,95.93333333333334,26.733333333333334,24.266666666666666,0.6,True,Lions,Packers,DET,GB,24,31,away,55,332,295,76,153,17,2016,Lions_Packers_17_2016
144,111,77,157,0,20,0,110,125,93,155,7,29,0,True,Bengals,Texans,CIN,HOU,9,13,away,22,213,98,82,168,2,2017,Bengals_Texans_2_2017
111,144,157,77,20,0,1,180,255,57,35,18,21,0,True,Ravens,Browns,BAL,CLE,24,10,home,34,201,293,136,93,2,2017,Ravens_Browns_2_2017
255,180,35,57,21,18,1,341,284,129,60,29,19,1,True,Steelers,Vikings,PIT,MIN,26,9,home,35,233,146,102,91,2,2017,Steelers_Vikings_2_2017
250,255,109,95,26,16,1,176,218,38,190,12,21,0,True,Raiders,Jets,OAK,NYJ,45,20,home,65,230,145,180,126,2,2017,Raiders_Jets_2_2017
284,341,60,129,19,29,0,247,352,124,185,27,42,0,True,Saints,Patriots,NO,NE,20,36,away,56,348,436,81,119,2,2017,Saints_Patriots_2_2017
125,110,155,93,29,7,1,255,250,95,109,16,26,0,True,Jaguars,Titans,JAC,TEN,16,37,away,53,211,211,99,179,2,2017,Jaguars_Titans_2_2017
150,310,75,63,9,46,0,263,285,45,82,23,35,0,True,Colts,Cardinals,IND,ARI,13,16,away,29,190,306,76,83,2,2017,Colts_Cardinals_2_2017
352,247,185,124,42,27,1,298,200,58,64,30,17,1,True,Chiefs,Eagles,KC,PHI,27,20,home,47,232,299,112,107,2,2017,Chiefs_Eagles_2_2017
181,185,140,64,24,21,1,263,198,129,35,19,3,1,True,Broncos,Cowboys,DEN,DAL,42,17,home,59,202,228,178,40,2,2017,Broncos_Cowboys_2_2017
171,166,116,51,23,3,1,218,176,190,38,21,12,1,True,Panthers,Bills,CAR,BUF,9,3,home,12,178,107,77,69,2,2017,Panthers_Bills_2_2017
308,176,64,125,23,17,1,286,135,84,90,17,9,1,True,Falcons,Packers,ATL,GB,34,23,home,57,223,308,141,59,2,2017,Falcons_Packers_2_2017
198,263,35,129,3,19,0,285,263,82,45,35,23,1,True,Giants,Lions,NYG,DET,10,24,away,34,208,119,62,138,2,2017,Giants_Lions_2_2017
135,286,90,84,9,17,0,166,171,51,116,3,23,0,True,Seahawks,49ers,SEA,SF,12,9,home,21,181,89,131,159,2,2017,Seahawks_49ers_2_2017
310,150,63,75,46,9,1,200,298,64,58,17,30,0,True,Rams,Redskins,LA,WAS,20,27,away,47,235,156,97,229,2,2017,Rams_Redskins_2_2017
233,230.5,137,104,26.5,21,0.5,158,187.5,110.5,121.5,10.5,13,0.5,True,Titans,Seahawks,TEN,SEA,33,27,home,60,225,364,195,69,3,2017,Titans_Seahawks_3_2017
174.5,136.5,96.5,60,16,3,1,316,388.5,70.5,124,19.5,32.5,0,True,Panthers,Saints,CAR,NO,13,34,away,47,156,213,132,149,3,2017,Panthers_Saints_3_2017
297,179,71.5,115.5,20,21.5,0.5,178.5,104.5,79.5,162.5,4.5,16.5,0,True,Packers,Bengals,GB,CIN,27,24,home,51,280,191,64,110,3,2017,Packers_Bengals_3_2017
162.5,177,129.5,57.5,12,10.5,0.5,191.5,206.5,159,52,33,19,1,True,Bills,Broncos,BUF,DEN,26,16,home,42,197,255,75,111,3,2017,Bills_Broncos_3_2017
170,308,75.5,73,11,31,0,236.5,228,75,85.5,14,22.5,0,True,Colts,Browns,IND,CLE,31,28,home,59,243,235,92,111,3,2017,Colts_Browns_3_2017
233,251,72.5,90.5,12,26,0,244,163,68.5,74,23.5,13.5,1,True,Bears,Steelers,CHI,PIT,23,17,home,40,84,212,222,70,3,2017,Bears_Steelers_3_2017
254,203,54,125.5,19,21.5,0,292,273,148.5,115.5,34.5,23.5,1,True,Chargers,Chiefs,LAC,KC,10,24,away,34,226,122,104,189,3,2017,Chargers_Chiefs_3_2017
284.5,237.5,64,79,19.5,24,0.5,245.5,200,84.5,106.5,18,22.5,0.5,True,Cardinals,Cowboys,ARI,DAL,17,28,away,45,283,174,49,99,3,2017,Cardinals_Cowboys_3_2017
298.5,216,82.5,88,25,22,0.5,203,191,48.5,133.5,6.5,21.5,0,True,Eagles,Giants,PHI,NYG,27,24,home,51,161,366,193,49,3,2017,Eagles_Giants_3_2017
127.5,176,105,123.5,6,17.5,0,272.5,153,80,152,33,18,0.5,True,49ers,Rams,SF,LA,39,41,away,80,308,292,113,126,3,2017,49ers_Rams_3_2017
341.5,350,121.5,133,31.5,31,0.5,104,169,130.5,118.5,10,19,0.5,True,Patriots,Texans,NE,HOU,36,33,home,69,337,292,59,125,3,2017,Patriots_Texans_3_2017
178,266.5,146.5,77.5,22,25,0.5,240,200,144.5,110.5,35.5,18,1,True,Redskins,Raiders,WAS,OAK,27,10,home,37,356,96,116,32,3,2017,Redskins_Raiders_3_2017
160.5,224,82,185,16,33,0,225,323,111,44,19,17,1,True,Jets,Dolphins,NYJ,MIA,20,6,home,26,233,195,103,30,3,2017,Jets_Dolphins_3_2017
202,235.5,110,53.5,29.5,16.5,1,265.5,242,102.5,92,28.5,20,1,True,Lions,Falcons,DET,ATL,26,30,away,56,253,277,71,151,3,2017,Lions_Falcons_3_2017
168,160.5,127,136,22.5,22,0.5,156,218.5,146.5,85,22,5,1,True,Jaguars,Ravens,JAC,BAL,44,7,home,51,244,52,166,134,3,2017,Jaguars_Ravens_3_2017
243.5,258.5,110,81,19,22.5,0.5,194,290,117,20,29,7,1,True,Vikings,Buccaneers,MIN,TB,34,17,home,51,369,316,125,26,3,2017,Vikings_Buccaneers_3_2017
212.66666666666666,203.33333333333334,143,59.666666666666664,27.333333333333332,21.333333333333332,0.6666666666666666,192,252,107,112.33333333333333,27,21,0.6666666666666666,True,Broncos,Raiders,DEN,OAK,16,10,home,26,155,230,143,24,4,2017,Broncos_Raiders_4_2017
291.3333333333333,183,69,113.66666666666667,22.333333333333332,22.333333333333332,0.6666666666666666,183.33333333333334,238,122.33333333333333,83.66666666666667,15.666666666666666,23,0.3333333333333333,True,Packers,Bears,GB,CHI,35,14,home,49,169,205,91,103,4,2017,Packers_Bears_4_2017
236,233,87,87.66666666666667,18.666666666666668,25.333333333333332,0,182.66666666666666,163,89.66666666666667,129.66666666666666,11,20,0,True,Browns,Bengals,CLE,CIN,7,31,away,38,170,264,45,86,4,2017,Browns_Bengals_4_2017
269.3333333333333,245.66666666666666,118.66666666666667,85,29,22,1,174,203,111.33333333333333,75.33333333333333,16.666666666666668,12.333333333333334,0.6666666666666666,True,Falcons,Bills,ATL,BUF,17,23,away,40,242,164,147,117,4,2017,Falcons_Bills_4_2017
121.33333333333333,227,142.33333333333334,112,17,18,0.6666666666666666,233.33333333333334,136.66666666666666,69,123.33333333333333,21.333333333333332,16.666666666666668,0.6666666666666666,True,Ravens,Steelers,BAL,PIT,9,26,away,35,206,208,82,173,4,2017,Ravens_Steelers_4_2017
284,216.33333333333334,59,85.66666666666667,18.666666666666668,25.333333333333332,0.3333333333333333,187.66666666666666,214.66666666666666,107.66666666666667,124.33333333333333,17,25.333333333333332,0,True,Cardinals,49ers,ARI,SF,18,15,home,33,317,210,51,95,4,2017,Cardinals_49ers_4_2017
226.66666666666666,200,96.66666666666667,146,16,19.666666666666668,0.3333333333333333,194.33333333333334,283.6666666666667,81,85.66666666666667,17.666666666666668,30,0.3333333333333333,True,Seahawks,Colts,SEA,IND,46,18,home,64,283,139,194,98,4,2017,Seahawks_Colts_4_2017
285.3333333333333,277.6666666666667,115,62.666666666666664,24,20.666666666666668,0.6666666666666666,219,249.33333333333334,97,86,28.333333333333332,21,0.6666666666666666,True,Vikings,Lions,MIN,DET,7,14,away,21,197,154,87,97,4,2017,Vikings_Lions_4_2017
210,278,70.5,73.5,12.5,18.5,0.5,281.6666666666667,311,96.66666666666667,126.66666666666667,24.333333333333332,26,0.3333333333333333,True,Dolphins,Saints,MIA,NO,0,20,away,20,128,261,58,86,4,2017,Dolphins_Saints_4_2017
184.66666666666666,214.33333333333334,89,133.33333333333334,17.333333333333332,24,0.3333333333333333,193.33333333333334,124.33333333333333,140,135.33333333333334,29.666666666666668,17,0.6666666666666666,True,Jets,Jaguars,NYJ,JAC,23,20,home,43,215,136,256,175,4,2017,Jets_Jaguars_4_2017
166.66666666666666,225,128.66666666666666,98.66666666666667,17.666666666666668,24.666666666666668,0.3333333333333333,230.33333333333334,275,156.33333333333334,92.33333333333333,28.666666666666668,23,0.6666666666666666,True,Texans,Titans,HOU,TEN,57,14,home,71,272,109,173,86,4,2017,Texans_Titans_4_2017
221.66666666666666,227.66666666666666,89.33333333333333,87.33333333333333,21.333333333333332,20.666666666666668,0.6666666666666666,279,204.66666666666666,95.33333333333333,139,35.666666666666664,25,0.6666666666666666,True,Cowboys,Rams,DAL,LA,30,35,away,65,251,244,189,168,4,2017,Cowboys_Rams_4_2017
340,330.6666666666667,100.66666666666667,130.33333333333334,33,31.666666666666668,0.6666666666666666,168.33333333333334,162,108.33333333333333,89.66666666666667,15,13.333333333333334,0.6666666666666666,True,Patriots,Panthers,NE,CAR,30,33,away,63,293,304,80,140,4,2017,Patriots_Panthers_4_2017
244.66666666666666,176,70.66666666666667,146.66666666666666,16,22.333333333333332,0,252.66666666666666,266,119.33333333333333,75,25.666666666666668,22.666666666666668,0.6666666666666666,True,Chargers,Eagles,LAC,PHI,24,26,away,50,342,240,58,214,4,2017,Chargers_Eagles_4_2017
235.33333333333334,257.3333333333333,162,111.66666666666667,31,19,1,237.33333333333334,209.66666666666666,136.33333333333334,62.333333333333336,23.666666666666668,20,0.6666666666666666,True,Chiefs,Redskins,KC,WAS,29,20,home,49,261,220,168,111,4,2017,Chiefs_Redskins_4_2017
255,329.5,71.5,72.5,23,20.5,0.5,257.3333333333333,181,48.666666666666664,153.33333333333334,12.333333333333334,23.333333333333332,0,True,Buccaneers,Giants,TB,NYG,25,23,home,48,323,288,111,91,4,2017,Buccaneers_Giants_4_2017
180.5,283.5,85.25,112.75,17.75,34,0.25,193.25,240.25,104.5,106,16.5,23.5,0,True,Colts,49ers,IND,SF,26,23,home,49,288,336,159,66,5,2017,Colts_49ers_5_2017
277.6666666666667,315.6666666666667,84.66666666666667,78.66666666666667,23.666666666666668,21.333333333333332,0.6666666666666666,328.25,324,95.5,132.75,32.25,32,0.5,True,Buccaneers,Patriots,TB,NE,14,19,away,33,319,289,90,113,5,2017,Buccaneers_Patriots_5_2017
265,216.5,59.25,142.75,15,23.75,0,269,192,67.5,163.5,18,23.25,0,True,Giants,Chargers,NYG,LAC,22,27,away,49,183,258,152,124,5,2017,Giants_Chargers_5_2017
182.66666666666666,272.3333333333333,66.33333333333333,77.66666666666667,8.333333333333334,19,0.3333333333333333,200,274.25,138.75,112.5,25,31.5,0.5,True,Dolphins,Titans,MIA,TEN,16,10,home,26,78,119,100,69,5,2017,Dolphins_Titans_5_2017
227,154,95,113,22.5,14.75,0.75,179,147,148.75,165.5,27.25,18.5,0.5,True,Steelers,Jaguars,PIT,JAC,9,30,away,39,301,82,70,231,5,2017,Steelers_Jaguars_5_2017
201.5,227.75,86.25,120,22.75,19.75,0.5,142.5,222.25,127.25,127.25,15,20,0.5,True,Raiders,Ravens,OAK,BAL,17,30,away,47,137,222,108,143,5,2017,Raiders_Ravens_5_2017
203,164.75,88.75,108.5,16,16.75,0.25,171.5,212.75,112.75,93.25,18.25,13.5,0.75,True,Bengals,Bills,CIN,BUF,20,16,home,36,323,139,65,82,5,2017,Bengals_Bills_5_2017
270.25,216.25,113.5,151.5,35.5,26.25,0.75,240.75,184.75,121,134,23.5,19.25,0.5,True,Rams,Seahawks,LA,SEA,10,16,away,26,275,179,100,62,5,2017,Rams_Seahawks_5_2017
229,231.75,114.25,107.5,23.5,24.25,0.5,260.75,188.5,74.5,111,25.5,20.25,0.75,True,Cowboys,Packers,DAL,GB,31,35,away,66,245,182,163,160,5,2017,Cowboys_Packers_5_2017
249.5,285,143,70.75,25.75,23,0.75,292.25,214.75,57,88,18.5,22.75,0.5,True,Eagles,Cardinals,PHI,ARI,34,7,home,41,297,276,122,31,5,2017,Eagles_Cardinals_5_2017
188.75,220.75,117.5,85.5,15.25,26,0.25,263.25,246.75,108,71.25,19.75,19,0.5,True,Bears,Vikings,CHI,MIN,17,20,away,37,159,141,115,159,5,2017,Bears_Vikings_5_2017
193,196,139.75,95.5,27.5,22,0.5,241.75,248,163.5,111.5,30.5,19.25,1,True,Texans,Chiefs,HOU,KC,34,42,away,76,248,323,144,127,5,2017,Texans_Chiefs_5_2017
219.5,240.75,76.5,87.25,15.75,26.75,0,192.25,194.75,130.75,143.75,18.75,23,0.5,True,Browns,Jets,CLE,NYJ,14,17,away,31,279,178,140,34,5,2017,Browns_Jets_5_2017
202.75,236.25,97,86.25,24.75,17.5,0.75,202.25,194.75,116.25,87.25,19.5,17.5,0.75,True,Lions,Panthers,DET,CAR,24,27,away,51,192,334,50,28,5,2017,Lions_Panthers_5_2017
289,231.2,51.8,94.8,16.2,25,0.4,288,309,86,87.25,21.25,20.75,0.5,True,Cardinals,Buccaneers,ARI,TB,38,33,home,71,272,344,160,70,6,2017,Cardinals_Buccaneers_6_2017
233,222.5,130,88.75,22.75,22.25,0.5,221.8,249.8,96.8,116.6,17.8,24,0,True,Redskins,49ers,WAS,SF,26,24,home,50,325,250,94,85,6,2017,Redskins_49ers_6_2017
159.6,177.8,165.2,146.4,27.8,16.6,0.6,271.2,208.8,110.8,133.6,30.4,24.2,0.6,True,Jaguars,Rams,JAC,LA,17,27,away,44,220,107,169,142,6,2017,Jaguars_Rams_6_2017
158.4,205.2,130.4,123.4,18,19.4,0.6,182.8,204.8,117,100.2,15.6,24.8,0.2,True,Ravens,Bears,BAL,CHI,24,27,away,51,166,111,125,231,6,2017,Ravens_Bears_6_2017
198.25,210,143,50.75,24.5,18.5,0.75,248.6,224.8,77.8,139,16.4,24.4,0,True,Broncos,Giants,DEN,NYG,10,23,away,33,366,118,46,148,6,2017,Broncos_Giants_6_2017
204,221.4,140.6,101.8,28.8,26,0.4,231.4,228.2,89.2,76.6,15.4,24.8,0,True,Texans,Browns,HOU,CLE,33,17,home,50,217,113,123,134,6,2017,Texans_Browns_6_2017
276.5,265.25,94,109.5,23.25,19.5,0.5,200.6,255.8,87.6,74.6,24.6,19.4,0.6,True,Saints,Lions,NO,DET,52,38,home,90,186,281,193,66,6,2017,Saints_Lions_6_2017
238.8,229.2,118.2,80,19.8,18.6,0.6,245,199.8,91.6,121.4,27.4,22.4,0.8,True,Vikings,Packers,MIN,GB,23,10,home,33,239,155,112,72,6,2017,Vikings_Packers_6_2017
183.8,235,124.8,110,22,28.4,0.4,202,294,100,103.4,19.4,31.8,0.4,True,Titans,Colts,TEN,IND,36,22,home,58,305,212,168,85,6,2017,Titans_Colts_6_2017
258,248,156.2,118,32.8,22.2,1,241.8,139.6,90,136.6,19.8,17.8,0.6,True,Chiefs,Steelers,KC,PIT,13,19,away,32,223,245,28,194,6,2017,Chiefs_Steelers_6_2017
228.6,194.2,98.6,79.8,21,18.8,0.8,259,283.2,138.8,62.8,27.4,19.8,0.8,True,Panthers,Eagles,CAR,PHI,23,28,away,51,225,209,80,101,6,2017,Panthers_Eagles_6_2017
262.5,225.25,125.75,93,26,22.25,0.75,156.5,234,74.75,75.5,10.25,16.75,0.5,True,Falcons,Dolphins,ATL,MIA,17,20,away,37,239,151,100,138,6,2017,Falcons_Dolphins_6_2017
188.6,226.6,90.6,124.6,21.6,21.8,0.4,266.8,190.2,78.8,161.2,19.8,23,0.2,True,Raiders,Chargers,OAK,LAC,16,17,away,33,165,263,109,80,6,2017,Raiders_Chargers_6_2017
189.4,211.6,111.4,143,18.4,21.2,0.6,320.4,323,99,124.2,29.6,28.4,0.6,True,Jets,Patriots,NYJ,NE,17,24,away,41,334,257,74,118,6,2017,Jets_Patriots_6_2017
309.8333333333333,324.8333333333333,102.16666666666667,115.83333333333333,28.666666666666668,26.5,0.6666666666666666,257.8,210.4,120.6,102,24.2,21.8,0.6,True,Patriots,Falcons,NE,ATL,23,7,home,30,241,223,162,120,7,2017,Patriots_Falcons_7_2017
242.33333333333334,153.5,107.33333333333333,118.5,19.666666666666668,17,0.6666666666666666,227,159.6,84,103.2,16.8,16.6,0.4,True,Steelers,Bengals,PIT,CIN,29,14,home,43,268,108,152,71,7,2017,Steelers_Bengals_7_2017
238.83333333333334,216.83333333333334,117.16666666666667,78.66666666666667,20.333333333333332,17.166666666666668,0.6666666666666666,159.66666666666666,189.5,129.5,141.33333333333334,19,20.666666666666668,0.5,True,Vikings,Ravens,MIN,BAL,24,16,home,40,188,144,169,64,7,2017,Vikings_Ravens_7_2017
165,234.8,106.6,87.6,17.8,14.8,0.6,299.2,301.6,82.8,101.8,23.6,24.2,0.4,True,Bills,Buccaneers,BUF,TB,30,27,home,57,261,378,173,69,7,2017,Bills_Buccaneers_7_2017
203.66666666666666,295.8333333333333,97.5,114.16666666666667,19.833333333333332,32.5,0.3333333333333333,169.66666666666666,166,165.83333333333334,145.66666666666666,26,18.333333333333332,0.5,True,Colts,Jaguars,IND,JAC,0,27,away,27,136,330,96,188,7,2017,Colts_Jaguars_7_2017
155.4,235,87.4,80.4,12.2,16.8,0.6,213.5,219.16666666666666,105.16666666666667,138.83333333333334,18.166666666666668,21.666666666666668,0.5,True,Dolphins,Jets,MIA,NYJ,31,28,home,59,304,180,53,92,7,2017,Dolphins_Jets_7_2017
250.66666666666666,273.5,132.5,65.66666666666667,27.5,20.333333333333332,0.8333333333333334,251.4,228,122.8,88,23.4,22.6,0.6,True,Eagles,Redskins,PHI,WAS,34,24,home,58,244,269,127,75,7,2017,Eagles_Redskins_7_2017
226.5,262.3333333333333,94.83333333333333,112.83333333333333,18.833333333333332,24.333333333333332,0,232.2,221.8,124,118,25,26.4,0.4,True,49ers,Cowboys,SF,DAL,10,40,away,50,187,236,103,265,7,2017,49ers_Cowboys_7_2017
243.83333333333334,210.66666666666666,116,139.5,29.833333333333332,23,0.6666666666666666,286.1666666666667,250,69.83333333333333,90.66666666666667,19.833333333333332,26.333333333333332,0.5,True,Rams,Cardinals,LA,ARI,33,0,home,33,228,171,197,25,7,2017,Rams_Cardinals_7_2017
230,206.33333333333334,88.33333333333333,119.83333333333333,24.5,22.5,0.6666666666666666,258.4,268.4,113.8,100.8,29,23.2,0.6,True,Packers,Saints,GB,NO,17,26,away,43,79,324,181,161,7,2017,Packers_Saints_7_2017
226.83333333333334,248.33333333333334,89.5,123.5,17.5,22,0.16666666666666666,228.4,202.8,109.2,127.2,22,17.4,0.6,True,Giants,Seahawks,NYG,SEA,7,24,away,31,131,321,46,104,7,2017,Giants_Seahawks_7_2017
184.66666666666666,232.66666666666666,93.66666666666667,117.16666666666667,20.666666666666668,21,0.3333333333333333,252.16666666666666,247.5,134.83333333333334,130.66666666666666,29.5,21.666666666666668,0.8333333333333334,True,Raiders,Chiefs,OAK,KC,31,30,home,61,417,331,88,94,7,2017,Raiders_Chiefs_7_2017
266.1666666666667,186,79,152.5,19.333333333333332,21.833333333333332,0.3333333333333333,231.8,191.6,123.6,70.2,21.6,19.4,0.6,True,Chargers,Broncos,LAC,DEN,21,0,home,21,162,182,80,69,7,2017,Chargers_Broncos_7_2017
170.83333333333334,198.33333333333334,136,104.33333333333333,17.5,24.666666666666668,0.3333333333333333,228,196.66666666666666,95.5,83.33333333333333,21.333333333333332,20.333333333333332,0.6666666666666666,True,Bears,Panthers,CHI,CAR,17,3,home,20,85,185,68,108,7,2017,Bears_Panthers_7_2017
211.66666666666666,226.33333333333334,96.66666666666667,84.33333333333333,15.666666666666666,26.166666666666668,0,204,231.16666666666666,132,105.83333333333333,24.333333333333332,27.333333333333332,0.5,True,Browns,Titans,CLE,TEN,9,12,away,21,218,189,66,80,7,2017,Browns_Titans_7_2017
208.71428571428572,231.28571428571428,103.28571428571429,126.57142857142857,19.571428571428573,23,0.42857142857142855,252,215.5,120.5,112,21.333333333333332,22,0.5,True,Jets,Falcons,NYJ,ATL,20,25,away,45,236,246,43,140,8,2017,Jets_Falcons_8_2017
157.42857142857142,189.28571428571428,120.14285714285714,145.28571428571428,18.571428571428573,21.142857142857142,0.42857142857142855,180.16666666666666,225.83333333333334,81.66666666666667,82.33333333333333,15.333333333333334,18.666666666666668,0.6666666666666666,True,Ravens,Dolphins,BAL,MIA,40,0,home,40,121,151,174,45,8,2017,Ravens_Dolphins_8_2017
243.83333333333334,190.83333333333334,108.33333333333333,113.66666666666667,22.333333333333332,15.666666666666666,0.6666666666666666,206.16666666666666,203.33333333333334,137.66666666666666,107.16666666666667,29.5,24.5,0.5,True,Seahawks,Texans,SEA,HOU,41,38,home,79,446,367,33,142,8,2017,Seahawks_Texans_8_2017
207.16666666666666,177.66666666666666,81.83333333333333,111.33333333333333,16.333333333333332,18.666666666666668,0.3333333333333333,194,300.7142857142857,97.28571428571429,124.71428571428571,17,31.714285714285715,0.2857142857142857,True,Bengals,Colts,CIN,IND,24,23,home,47,218,216,58,115,8,2017,Bengals_Colts_8_2017
312.3333333333333,294.8333333333333,80.5,113.66666666666667,24.166666666666668,25.166666666666668,0.3333333333333333,221.85714285714286,180.71428571428572,97.28571428571429,81.14285714285714,18.714285714285715,19.857142857142858,0.5714285714285714,True,Buccaneers,Panthers,TB,CAR,3,17,away,20,194,154,85,100,8,2017,Buccaneers_Panthers_8_2017
181,258.6666666666667,117.66666666666667,84.5,19.833333333333332,16.833333333333332,0.6666666666666666,217.85714285714286,246.71428571428572,92.85714285714286,113.85714285714286,22.142857142857142,22.285714285714285,0.42857142857142855,True,Bills,Raiders,BUF,OAK,34,14,home,48,165,313,166,54,8,2017,Bills_Raiders_8_2017
300,310.2857142857143,110.71428571428571,116.42857142857143,27.857142857142858,23.714285714285715,0.7142857142857143,251.28571428571428,185.42857142857142,79.14285714285714,140.57142857142858,19.571428571428573,18.714285714285715,0.42857142857142855,True,Patriots,Chargers,NE,LAC,21,13,home,34,317,192,97,157,8,2017,Patriots_Chargers_8_2017
254.33333333333334,230.66666666666666,114.83333333333333,94.5,23.5,24.5,0.5,232.83333333333334,216,147.5,115.5,27.5,23.666666666666668,0.5,True,Redskins,Cowboys,WAS,DAL,19,33,away,52,236,138,49,169,8,2017,Redskins_Cowboys_8_2017
