played,home_team,away_team,home_alias,away_alias,homePts,awayPts,winner,totalPts,home_passing_yards,away_passing_yards,home_rushing_yards,away_rushing_yards,week
True,Jaguars,Bengals,JAC,CIN,23,7,home,30,259,119,149,29,9
True,Eagles,Broncos,PHI,DEN,51,23,home,74,222,191,197,35,9
True,Seahawks,Redskins,SEA,WAS,14,17,away,31,289,193,148,51,9
True,Panthers,Falcons,CAR,ATL,20,17,home,37,129,302,201,53,9
True,Titans,Ravens,TEN,BAL,23,20,home,43,186,268,71,73,9
True,Texans,Colts,HOU,IND,14,20,away,34,194,279,94,92,9
True,Giants,Rams,NYG,LA,17,51,away,68,208,311,111,162,9
True,Dolphins,Raiders,MIA,OAK,24,27,away,51,309,295,86,84,9
True,Saints,Buccaneers,NO,TB,30,10,home,40,256,113,151,87,9
True,49ers,Cardinals,SF,ARI,10,20,away,30,266,201,63,167,9
True,Jets,Bills,NYJ,BUF,34,21,home,55,137,244,194,63,9
True,Rams,Texans,LA,HOU,33,7,home,40,339,194,104,89,10
True,Bears,Packers,CHI,GB,16,23,away,39,268,182,55,160,10
True,Broncos,Patriots,DEN,NE,16,41,away,57,221,297,118,99,10
True,Redskins,Vikings,WAS,MIN,30,38,away,68,313,304,81,102,10
True,Bills,Saints,BUF,NO,10,47,away,57,129,184,69,298,10
True,Titans,Bengals,TEN,CIN,24,20,home,44,236,255,180,53,10
True,Colts,Steelers,IND,PIT,17,20,away,37,196,228,71,88,10
True,Cardinals,Seahawks,ARI,SEA,16,22,away,38,256,212,34,75,10
True,Falcons,Cowboys,ATL,DAL,27,7,home,34,204,126,132,107,10
True,Lions,Browns,DET,CLE,38,24,home,62,241,212,104,201,10
True,Panthers,Dolphins,CAR,MIA,45,21,home,66,254,213,294,100,10
True,Buccaneers,Jets,TB,NYJ,15,10,home,25,181,219,90,56,10
True,Jaguars,Chargers,JAC,LAC,20,17,home,37,263,235,135,87,10
True,49ers,Giants,SF,NYG,31,21,home,52,288,260,186,114,10
True,Chargers,Bills,LAC,BUF,54,24,home,78,283,220,146,173,11
True,Seahawks,Falcons,SEA,ATL,31,34,away,65,224,190,136,89,11
True,Cowboys,Eagles,DAL,PHI,9,37,away,46,113,168,112,215,11
True,Saints,Redskins,NO,WAS,34,31,home,65,375,300,160,156,11
True,Giants,Chiefs,NYG,KC,12,9,home,21,205,229,112,134,11
True,Packers,Ravens,GB,BAL,0,23,away,23,190,161,75,58,11
True,Steelers,Titans,PIT,TEN,40,17,home,57,284,264,65,52,11
True,Vikings,Rams,MIN,LA,24,7,home,31,280,209,171,45,11
True,Dolphins,Buccaneers,MIA,TB,20,30,away,50,365,268,83,53,11
True,Raiders,Patriots,OAK,NE,8,33,away,41,235,332,109,89,11
True,Browns,Jaguars,CLE,JAC,7,19,away,26,134,145,50,139,11
True,Broncos,Bengals,DEN,CIN,17,20,away,37,229,141,112,49,11
True,Bears,Lions,CHI,DET,24,27,away,51,176,287,222,65,11
True,Texans,Cardinals,HOU,ARI,31,21,home,52,223,244,134,48,11
True,Raiders,Broncos,OAK,DEN,21,14,home,35,244,160,104,56,12
True,Chiefs,Bills,KC,BUF,10,16,away,26,181,164,55,104,12
True,Jets,Panthers,NYJ,CAR,27,35,away,62,282,154,109,145,12
True,Cowboys,Chargers,DAL,LAC,6,28,away,34,168,434,79,81,12
True,Steelers,Packers,PIT,GB,31,28,home,59,341,227,121,80,12
True,Rams,Saints,LA,NO,26,20,home,46,327,223,88,123,12
True,Eagles,Bears,PHI,CHI,31,3,home,34,244,134,176,6,12
True,49ers,Seahawks,SF,SEA,13,24,away,37,196,228,84,90,12
True,Bengals,Browns,CIN,CLE,30,16,home,46,209,236,152,169,12
True,Colts,Titans,IND,TEN,16,20,away,36,165,184,89,92,12
True,Redskins,Giants,WAS,NYG,20,10,home,30,201,86,122,84,12
True,Ravens,Texans,BAL,HOU,23,16,home,39,155,237,139,66,12
True,Cardinals,Jaguars,ARI,JAC,27,24,home,51,236,128,108,91,12
True,Patriots,Dolphins,NE,MIA,35,17,home,52,221,154,196,67,12
True,Falcons,Buccaneers,ATL,TB,34,20,home,54,368,279,148,94,12
True,Lions,Vikings,DET,MIN,23,30,away,53,236,272,53,136,12
True,Dolphins,Broncos,MIA,DEN,35,9,home,44,222,167,145,103,13
True,Cowboys,Redskins,DAL,WAS,38,14,home,52,93,224,182,56,13
True,Saints,Panthers,NO,CAR,31,21,home,52,252,167,148,112,13
True,Bears,49ers,CHI,SF,14,15,away,29,85,278,62,110,13
True,Bills,Patriots,BUF,NE,3,23,away,26,85,244,183,191,13
True,Jets,Chiefs,NYJ,KC,38,31,home,69,331,362,157,112,13
True,Raiders,Giants,OAK,NYG,24,17,home,41,282,200,119,65,13
True,Cardinals,Rams,ARI,LA,16,32,away,48,187,213,118,90,13
True,Seahawks,Eagles,SEA,PHI,24,10,home,34,209,327,101,98,13
True,Titans,Texans,TEN,HOU,24,13,home,37,146,331,198,53,13
True,Falcons,Vikings,ATL,MIN,9,14,away,23,173,207,102,105,13
True,Chargers,Browns,LAC,CLE,19,10,home,29,335,202,94,89,13
True,Ravens,Lions,BAL,DET,44,20,home,64,269,294,101,78,13
True,Packers,Buccaneers,GB,TB,26,20,home,46,77,230,199,165,13
True,Jaguars,Colts,JAC,IND,30,10,home,40,330,149,96,141,13
True,Bengals,Steelers,CIN,PIT,20,23,away,43,223,282,130,92,13
True,Buccaneers,Lions,TB,DET,21,24,away,45,267,381,133,53,14
True,Bills,Colts,BUF,IND,13,7,home,20,92,64,227,163,14
True,Steelers,Ravens,PIT,BAL,39,38,home,77,486,261,59,152,14
True,Chiefs,Raiders,KC,OAK,26,15,home,41,243,198,165,70,14
True,Falcons,Saints,ATL,NO,20,17,home,37,211,256,132,50,14
True,Cardinals,Titans,ARI,TEN,12,7,home,19,125,139,136,65,14
True,Bengals,Bears,CIN,CHI,7,33,away,40,164,250,70,232,14
True,Dolphins,Patriots,MIA,NE,27,20,home,47,242,223,120,25,14
True,Giants,Cowboys,NYG,DAL,10,30,away,40,228,332,102,122,14
True,Rams,Eagles,LA,PHI,35,43,away,78,198,316,109,139,14
True,Broncos,Jets,DEN,NYJ,23,0,home,23,189,41,84,59,14
True,Panthers,Vikings,CAR,MIN,31,24,home,55,129,256,216,100,14
True,Browns,Packers,CLE,GB,21,27,away,48,209,256,136,85,14
True,Chargers,Redskins,LAC,WAS,30,13,home,43,314,136,174,65,14
True,Jaguars,Seahawks,JAC,SEA,30,24,home,54,268,260,156,141,14
True,Texans,49ers,HOU,SF,16,26,away,42,221,314,90,102,14
True,Lions,Bears,DET,CHI,20,10,home,30,202,306,91,43,15
True,Saints,Jets,NO,NYJ,31,19,home,50,281,170,131,124,15
True,Buccaneers,Falcons,TB,ATL,21,24,away,45,289,209,84,201,15
True,Panthers,Packers,CAR,GB,31,24,home,55,236,264,151,120,15
True,Giants,Eagles,NYG,PHI,29,34,away,63,429,233,75,108,15
True,49ers,Titans,SF,TEN,25,23,home,48,363,238,51,90,15
True,Bills,Dolphins,BUF,MIA,24,16,home,40,212,249,116,100,15
True,Seahawks,Rams,SEA,LA,7,42,away,49,71,108,78,244,15
True,Browns,Ravens,CLE,BAL,10,27,away,37,136,279,130,97,15
True,Chiefs,Chargers,KC,LAC,30,13,home,43,223,209,174,98,15
True,Redskins,Cardinals,WAS,ARI,20,15,home,35,187,145,31,141,15
True,Raiders,Cowboys,OAK,DAL,17,20,away,37,171,204,122,126,15
True,Colts,Broncos,IND,DEN,13,25,away,38,158,251,70,211,15
True,Steelers,Patriots,PIT,NE,24,27,away,51,270,283,143,77,15
True,Vikings,Bengals,MIN,CIN,34,7,home,41,222,115,124,46,15
True,Jaguars,Texans,JAC,HOU,45,7,home,52,326,99,138,87,15
True,Packers,Vikings,GB,MIN,0,16,away,16,126,124,113,112,16
True,49ers,Jaguars,SF,JAC,44,33,home,77,238,380,131,92,16
True,Cowboys,Seahawks,DAL,SEA,12,21,away,33,154,60,128,76,16
True,Panthers,Buccaneers,CAR,TB,22,19,home,41,140,326,115,66,16
True,Jets,Chargers,NYJ,LAC,7,14,away,21,98,290,197,89,16
True,Cardinals,Giants,ARI,NYG,23,0,home,23,215,250,74,43,16
True,Texans,Steelers,HOU,PIT,6,34,away,40,51,226,176,104,16
True,Redskins,Broncos,WAS,DEN,27,11,home,38,299,171,87,159,16
True,Bears,Browns,CHI,CLE,20,3,home,23,161,178,97,76,16
True,Chiefs,Dolphins,KC,MIA,29,13,home,42,301,286,103,59,16
True,Ravens,Colts,BAL,IND,23,16,home,39,220,203,103,93,16
True,Eagles,Raiders,PHI,OAK,19,10,home,29,138,137,78,137,16
True,Saints,Falcons,NO,ATL,23,13,home,36,229,264,86,67,16
True,Bengals,Lions,CIN,DET,26,17,home,43,222,189,142,87,16
True,Patriots,Bills,NE,BUF,37,16,home,53,218,242,193,84,16
True,Titans,Rams,TEN,LA,23,27,away,50,269,286,97,116,16
True,Vikings,Bears,MIN,CHI,23,10,home,33,180,171,147,30,17
True,Colts,Texans,IND,HOU,22,13,home,35,104,124,146,85,17
True,Lions,Packers,DET,GB,35,11,home,46,305,153,51,103,17
True,Titans,Jaguars,TEN,JAC,15,10,home,25,116,146,116,83,17
True,Patriots,Jets,NE,NYJ,26,6,home,32,183,207,147,40,17
True,Eagles,Cowboys,PHI,DAL,0,6,away,6,149,172,70,129,17
True,Ravens,Bengals,BAL,CIN,27,31,away,58,194,213,118,146,17
True,Giants,Redskins,NYG,WAS,18,10,home,28,121,136,260,61,17
True,Rams,49ers,LA,SF,13,34,away,47,149,292,102,169,17
True,Seahawks,Cardinals,SEA,ARI,24,26,away,50,195,143,101,116,17
True,Steelers,Browns,PIT,CLE,28,24,home,52,224,272,124,102,17
True,Chargers,Raiders,LAC,OAK,30,10,home,40,380,231,115,105,17
True,Falcons,Panthers,ATL,CAR,22,10,home,32,311,161,60,87,17
True,Broncos,Chiefs,DEN,KC,24,27,away,51,226,269,110,110,17
True,Dolphins,Bills,MIA,BUF,16,22,away,38,263,186,93,126,17
True,Buccaneers,Saints,TB,NO,31,24,home,55,345,231,110,92,17
