,home_off_pass_ypg,home_def_pass_ypg,home_off_rush_ypg,home_def_rush_ypg,home_off_ppg,home_def_ppg,home_win_pct,away_off_pass_ypg,away_def_pass_ypg,away_off_rush_ypg,away_def_rush_ypg,away_off_ppg,away_def_ppg,away_win_pct
Browns_Packers_14_2017,202.75,230.33333333333334,105.83333333333333,96.91666666666667,14.666666666666666,25.666666666666668,0.0,197.33333333333334,242.91666666666666,108.58333333333333,111.91666666666667,21.5,23.416666666666668,0.5
Chargers_Redskins_14_2017,269.8333333333333,205.66666666666666,93.25,129.75,22.333333333333332,17.666666666666668,0.5,249.41666666666666,222.41666666666666,100.33333333333333,117.66666666666667,22.666666666666668,26.166666666666668,0.4166666666666667
Jaguars_Seahawks_14_2017,206.08333333333334,167.08333333333334,149.41666666666666,115.41666666666667,24.916666666666668,14.833333333333334,0.6666666666666666,255.91666666666666,222.83333333333334,102.75,98.33333333333333,24.166666666666668,18.5,0.6666666666666666
Texans_49ers_14_2017,231.91666666666666,235.75,117.0,104.75,24.666666666666668,25.75,0.3333333333333333,226.5,231.33333333333334,100.75,123.91666666666667,16.833333333333332,24.833333333333332,0.16666666666666666
Lions_Bears_15_2017,268.2307692307692,247.0,76.3076923076923,116.3076923076923,26.0,25.307692307692307,0.5384615384615384,167.15384615384616,216.6153846153846,124.46153846153847,108.92307692307692,17.23076923076923,21.076923076923077,0.3076923076923077
Saints_Jets_15_2017,265.2307692307692,216.76923076923077,135.46153846153845,114.3076923076923,28.46153846153846,20.23076923076923,0.6923076923076923,208.23076923076923,230.3846153846154,103.15384615384616,116.92307692307692,20.46153846153846,23.923076923076923,0.38461538461538464
Buccaneers_Falcons_15_2017,262.0,276.0769230769231,91.53846153846153,113.23076923076923,20.307692307692307,24.0,0.3076923076923077,246.6153846153846,211.53846153846155,116.84615384615384,108.3076923076923,22.615384615384617,20.076923076923077,0.6153846153846154
Panthers_Packers_15_2017,195.3846153846154,212.6153846153846,134.53846153846155,89.46153846153847,23.076923076923077,20.153846153846153,0.6923076923076923,201.84615384615384,240.30769230769232,106.76923076923077,113.76923076923077,21.923076923076923,23.23076923076923,0.5384615384615384
Giants_Eagles_15_2017,206.07692307692307,265.6923076923077,90.07692307692308,130.0,15.307692307692308,24.692307692307693,0.15384615384615385,247.46153846153845,223.0,143.0,71.23076923076923,31.076923076923077,19.23076923076923,0.8461538461538461
49ers_Titans_15_2017,233.23076923076923,230.53846153846155,100.84615384615384,121.3076923076923,17.53846153846154,24.153846153846153,0.23076923076923078,197.53846153846155,233.30769230769232,117.6923076923077,90.0,21.0,22.615384615384617,0.6153846153846154
Bills_Dolphins_15_2017,168.07692307692307,227.53846153846155,130.07692307692307,123.6923076923077,18.46153846153846,22.307692307692307,0.5384615384615384,210.53846153846155,223.3846153846154,87.38461538461539,109.46153846153847,18.153846153846153,24.46153846153846,0.46153846153846156
Seahawks_Rams_15_2017,256.2307692307692,226.30769230769232,105.6923076923077,102.76923076923077,24.153846153846153,19.384615384615383,0.6153846153846154,252.92307692307693,218.69230769230768,114.6923076923077,124.07692307692308,30.46153846153846,20.384615384615383,0.6923076923076923
Browns_Ravens_15_2017,203.23076923076923,232.30769230769232,108.15384615384616,96.0,15.153846153846153,25.76923076923077,0.0,179.76923076923077,220.69230769230768,118.3076923076923,108.53846153846153,24.46153846153846,18.923076923076923,0.5384615384615384
Chiefs_Chargers_15_2017,254.69230769230768,248.53846153846155,116.61538461538461,124.84615384615384,25.307692307692307,22.23076923076923,0.5384615384615384,273.2307692307692,200.30769230769232,99.46153846153847,124.76923076923077,22.923076923076923,17.307692307692307,0.5384615384615384
Redskins_Cardinals_15_2017,240.69230769230768,229.46153846153845,97.61538461538461,122.0,21.923076923076923,26.46153846153846,0.38461538461538464,241.30769230769232,223.76923076923077,81.15384615384616,96.84615384615384,17.76923076923077,24.384615384615383,0.46153846153846156
Raiders_Cowboys_15_2017,237.84615384615384,241.23076923076923,91.53846153846153,109.53846153846153,20.307692307692307,23.384615384615383,0.46153846153846156,200.84615384615384,234.23076923076923,137.46153846153845,107.38461538461539,24.307692307692307,22.615384615384617,0.5384615384615384
Colts_Broncos_15_2017,186.69230769230768,257.7692307692308,104.0,117.53846153846153,16.307692307692307,26.384615384615383,0.23076923076923078,206.53846153846155,191.07692307692307,105.53846153846153,89.46153846153847,17.615384615384617,24.23076923076923,0.3076923076923077
Steelers_Patriots_15_2017,281.53846153846155,200.84615384615384,99.6923076923077,102.92307692307692,24.615384615384617,19.307692307692307,0.8461538461538461,287.2307692307692,253.92307692307693,113.23076923076923,120.6923076923077,28.307692307692307,19.23076923076923,0.7692307692307693
Vikings_Bengals_15_2017,248.23076923076923,205.07692307692307,121.07692307692308,88.3076923076923,23.76923076923077,18.076923076923077,0.7692307692307693,197.84615384615384,213.3846153846154,79.38461538461539,132.07692307692307,17.384615384615383,20.846153846153847,0.38461538461538464
Jaguars_Texans_15_2017,210.84615384615384,174.23076923076923,149.92307692307693,117.38461538461539,25.307692307692307,15.538461538461538,0.6923076923076923,231.07692307692307,241.76923076923077,114.92307692307692,104.53846153846153,24.0,25.76923076923077,0.3076923076923077
Packers_Vikings_16_2017,206.28571428571428,240.0,107.71428571428571,116.42857142857143,22.071428571428573,23.785714285714285,0.5,246.35714285714286,198.64285714285714,121.28571428571429,85.28571428571429,24.5,17.285714285714285,0.7857142857142857
49ers_Jaguars_16_2017,242.5,231.07142857142858,97.28571428571429,119.07142857142857,18.071428571428573,24.071428571428573,0.2857142857142857,219.07142857142858,168.85714285714286,149.07142857142858,115.21428571428571,26.714285714285715,14.928571428571429,0.7142857142857143
Cowboys_Seahawks_16_2017,201.07142857142858,229.71428571428572,136.64285714285714,108.42857142857143,24.0,22.214285714285715,0.5714285714285714,243.0,217.85714285714286,103.71428571428571,112.85714285714286,22.928571428571427,21.0,0.5714285714285714
Panthers_Buccaneers_16_2017,198.28571428571428,216.28571428571428,135.71428571428572,91.64285714285714,23.642857142857142,20.428571428571427,0.7142857142857143,263.92857142857144,271.2857142857143,91.0,119.5,20.357142857142858,24.0,0.2857142857142857
Jets_Chargers_16_2017,205.5,234.0,104.64285714285714,117.92857142857143,20.357142857142858,24.428571428571427,0.35714285714285715,268.64285714285717,201.92857142857142,99.35714285714286,128.28571428571428,22.214285714285715,18.214285714285715,0.5
Cardinals_Giants_16_2017,234.42857142857142,221.14285714285714,85.42857142857143,92.14285714285714,17.571428571428573,24.071428571428573,0.42857142857142855,222.0,263.35714285714283,89.0,128.42857142857142,16.285714285714285,25.357142857142858,0.14285714285714285
Texans_Steelers_16_2017,221.64285714285714,247.78571428571428,112.92857142857143,106.92857142857143,22.785714285714285,27.142857142857142,0.2857142857142857,280.7142857142857,206.71428571428572,102.78571428571429,101.07142857142857,24.571428571428573,19.857142857142858,0.7857142857142857
Redskins_Broncos_16_2017,236.85714285714286,223.42857142857142,92.85714285714286,123.35714285714286,21.785714285714285,25.642857142857142,0.42857142857142855,209.71428571428572,188.71428571428572,113.07142857142857,88.07142857142857,18.142857142857142,23.428571428571427,0.35714285714285715
Bears_Browns_16_2017,177.07142857142858,215.57142857142858,118.64285714285714,107.64285714285714,16.714285714285715,21.0,0.2857142857142857,198.42857142857142,235.64285714285714,109.71428571428571,96.07142857142857,14.785714285714286,25.857142857142858,0.0
Chiefs_Dolphins_16_2017,252.42857142857142,245.71428571428572,120.71428571428571,122.92857142857143,25.642857142857142,21.571428571428573,0.5714285714285714,213.28571428571428,222.57142857142858,88.28571428571429,109.92857142857143,18.0,24.428571428571427,0.42857142857142855
Ravens_Colts_16_2017,186.85714285714286,214.64285714285714,116.78571428571429,110.07142857142857,24.642857142857142,18.285714285714285,0.5714285714285714,184.64285714285714,257.2857142857143,101.57142857142857,124.21428571428571,16.071428571428573,26.285714285714285,0.21428571428571427
Eagles_Raiders_16_2017,246.42857142857142,237.71428571428572,140.5,71.5,31.285714285714285,19.928571428571427,0.8571428571428571,233.07142857142858,238.57142857142858,93.71428571428571,110.71428571428571,20.071428571428573,23.142857142857142,0.42857142857142855
Saints_Falcons_16_2017,266.35714285714283,213.42857142857142,135.14285714285714,115.0,28.642857142857142,20.142857142857142,0.7142857142857143,243.92857142857142,217.07142857142858,122.85714285714286,106.57142857142857,22.714285714285715,20.142857142857142,0.6428571428571429
Bengals_Lions_16_2017,191.92857142857142,214.0,77.0,131.5,16.642857142857142,21.785714285714285,0.35714285714285715,263.5,251.21428571428572,77.35714285714286,111.07142857142857,25.571428571428573,24.214285714285715,0.5714285714285714
Patriots_Bills_16_2017,286.92857142857144,255.07142857142858,110.64285714285714,122.28571428571429,28.214285714285715,19.571428571428573,0.7857142857142857,171.21428571428572,229.07142857142858,129.07142857142858,122.0,18.857142857142858,21.857142857142858,0.5714285714285714
Titans_Rams_16_2017,200.42857142857142,242.57142857142858,115.71428571428571,87.21428571428571,21.142857142857142,22.785714285714285,0.5714285714285714,242.57142857142858,208.14285714285714,123.92857142857143,120.78571428571429,31.285714285714285,19.428571428571427,0.7142857142857143
Vikings_Bears_17_2017,238.2,193.8,120.66666666666667,87.13333333333334,23.933333333333334,16.133333333333333,0.8,176.0,213.06666666666666,117.2,105.53333333333333,16.933333333333334,19.8,0.3333333333333333
Colts_Texans_17_2017,185.86666666666667,254.8,101.0,122.8,16.066666666666666,26.066666666666666,0.2,210.26666666666668,246.33333333333334,117.13333333333334,106.73333333333333,21.666666666666668,27.6,0.26666666666666666
Lions_Packers_17_2017,258.53333333333336,249.26666666666668,78.0,113.13333333333334,25.0,24.333333333333332,0.5333333333333333,200.93333333333334,232.26666666666668,108.06666666666666,116.13333333333334,20.6,23.266666666666666,0.4666666666666667
Titans_Jaguars_17_2017,205.0,245.46666666666667,114.46666666666667,89.13333333333334,21.266666666666666,23.066666666666666,0.5333333333333333,229.8,173.46666666666667,145.26666666666668,116.26666666666667,27.133333333333333,16.866666666666667,0.6666666666666666
Patriots_Jets_17_2017,282.3333333333333,254.2,116.13333333333334,119.73333333333333,28.8,19.333333333333332,0.8,198.33333333333334,237.73333333333332,110.8,116.0,19.466666666666665,23.733333333333334,0.3333333333333333
Eagles_Cowboys_17_2017,239.2,231.0,136.33333333333334,75.86666666666666,30.466666666666665,19.266666666666666,0.8666666666666667,197.93333333333334,218.4,136.06666666666666,106.26666666666667,23.2,22.133333333333333,0.5333333333333333
Ravens_Bengals_17_2017,189.06666666666666,213.86666666666667,115.86666666666666,108.93333333333334,24.533333333333335,18.133333333333333,0.6,193.93333333333334,212.33333333333334,81.33333333333333,128.53333333333333,17.266666666666666,21.466666666666665,0.4
Giants_Redskins_17_2017,223.86666666666667,260.1333333333333,85.93333333333334,124.8,15.2,25.2,0.13333333333333333,241.0,219.93333333333334,92.46666666666667,125.73333333333333,22.133333333333333,24.666666666666668,0.4666666666666667
Rams_49ers_17_2017,245.46666666666667,212.2,123.4,119.2,31.0,19.666666666666668,0.7333333333333333,242.2,241.0,99.53333333333333,117.26666666666667,19.8,24.666666666666668,0.3333333333333333
Seahawks_Cardinals_17_2017,230.8,213.6,101.86666666666666,113.86666666666666,22.8,20.4,0.6,233.13333333333333,223.06666666666666,84.66666666666667,88.86666666666666,17.933333333333334,22.466666666666665,0.4666666666666667
Steelers_Browns_17_2017,277.06666666666666,196.33333333333334,102.86666666666666,106.06666666666666,25.2,18.933333333333334,0.8,197.06666666666666,230.66666666666666,107.46666666666667,96.13333333333334,14.0,25.466666666666665,0.0
Chargers_Raiders_17_2017,270.06666666666666,195.0,98.66666666666667,132.86666666666667,21.666666666666668,17.466666666666665,0.5333333333333333,226.66666666666666,231.86666666666667,96.6,108.53333333333333,19.4,22.866666666666667,0.4
Falcons_Panthers_17_2017,245.26666666666668,217.86666666666667,119.13333333333334,105.2,22.066666666666666,20.333333333333332,0.6,194.4,223.6,134.33333333333334,89.93333333333334,23.533333333333335,20.333333333333332,0.7333333333333333
Broncos_Chiefs_17_2017,207.13333333333333,196.06666666666666,116.13333333333334,88.0,17.666666666666668,23.666666666666668,0.3333333333333333,255.66666666666666,248.4,119.53333333333333,118.66666666666667,25.866666666666667,21.0,0.6
Dolphins_Bills_17_2017,218.13333333333333,227.8,86.33333333333333,109.46666666666667,17.666666666666668,24.733333333333334,0.4,175.93333333333334,228.33333333333334,126.06666666666666,126.73333333333333,18.666666666666668,22.866666666666667,0.5333333333333333
Buccaneers_Saints_17_2017,268.06666666666666,262.53333333333336,89.33333333333333,119.2,20.266666666666666,23.866666666666667,0.26666666666666666,263.8666666666667,216.8,131.86666666666667,111.8,28.266666666666666,19.666666666666668,0.7333333333333333
Jaguars_Patriots_2_2018,168.0,210.0,137.0,114.0,20.0,15.0,1.0,267.0,158.0,122.0,167.0,27.0,20.0,1.0
Broncos_Raiders_2_2018,324.0,242.0,146.0,64.0,27.0,24.0,1.0,300.0,225.0,95.0,140.0,13.0,33.0,0.0
Steelers_Chiefs_2_2018,313.0,150.0,159.0,177.0,21.0,21.0,0.5,256.0,418.0,106.0,123.0,38.0,28.0,1.0
Bengals_Ravens_2_2018,229.0,305.0,101.0,75.0,34.0,23.0,1.0,252.0,70.0,117.0,83.0,47.0,3.0,1.0
Cowboys_Giants_2_2018,138.0,146.0,94.0,147.0,8.0,16.0,0.0,210.0,168.0,114.0,137.0,15.0,20.0,0.0
Redskins_Colts_2_2018,247.0,145.0,182.0,68.0,24.0,6.0,1.0,305.0,229.0,75.0,101.0,23.0,34.0,0.0
Buccaneers_Eagles_2_2018,417.0,432.0,112.0,43.0,48.0,40.0,1.0,119.0,225.0,113.0,74.0,18.0,12.0,1.0
Jets_Dolphins_2_2018,180.0,300.0,169.0,39.0,48.0,17.0,1.0,222.0,220.0,120.0,116.0,27.0,20.0,1.0
Titans_Texans_2_2018,220.0,222.0,116.0,120.0,20.0,27.0,0.0,158.0,267.0,167.0,122.0,20.0,27.0,0.0
Bills_Chargers_2_2018,70.0,252.0,83.0,117.0,3.0,47.0,0.0,418.0,256.0,123.0,106.0,28.0,38.0,0.0
Falcons_Panthers_2_2018,225.0,119.0,74.0,113.0,12.0,18.0,0.0,146.0,138.0,147.0,94.0,16.0,8.0,1.0
Rams_Cardinals_2_2018,225.0,300.0,140.0,95.0,33.0,13.0,1.0,145.0,247.0,68.0,182.0,6.0,24.0,0.0
Packers_Vikings_2_2018,301.0,155.0,69.0,139.0,24.0,23.0,1.0,227.0,237.0,116.0,90.0,24.0,16.0,1.0
Saints_Browns_2_2018,432.0,417.0,43.0,112.0,40.0,48.0,0.0,150.0,313.0,177.0,159.0,21.0,21.0,0.5
49ers_Lions_2_2018,237.0,227.0,90.0,116.0,16.0,24.0,0.0,300.0,180.0,39.0,169.0,17.0,48.0,0.0
Bears_Seahawks_2_2018,155.0,301.0,139.0,69.0,23.0,24.0,0.0,242.0,324.0,64.0,146.0,24.0,27.0,0.0
Panthers_Bengals_3_2018,232.0,205.0,134.0,132.0,20.0,19.5,0.5,247.0,332.0,104.5,70.5,34.0,23.0,1.0
Lions_Patriots_3_2018,314.5,168.0,68.5,179.5,22.0,39.0,0.0,243.5,267.0,102.0,135.5,23.5,25.5,0.5
Falcons_Saints_3_2018,248.5,218.5,122.0,117.0,21.5,21.0,0.5,322.5,325.5,52.5,102.5,30.5,33.0,0.5
Ravens_Broncos_3_2018,305.5,167.5,91.5,95.5,35.0,18.5,0.5,270.5,261.5,157.0,78.0,23.5,21.5,1.0
Jaguars_Titans_3_2018,272.0,215.0,120.5,98.0,25.5,17.5,1.0,201.5,255.5,108.0,134.0,20.0,22.0,0.5
Browns_Jets_3_2018,192.0,263.0,135.0,110.5,19.5,21.0,0.25,250.0,211.0,105.5,87.0,30.0,18.5,0.5
Rams_Chargers_3_2018,283.5,191.5,115.0,74.5,33.5,6.5,1.0,329.0,232.5,116.0,95.0,29.5,29.0,0.5
Vikings_Bills_3_2018,319.5,245.0,92.0,94.0,26.5,22.5,0.75,139.5,246.0,83.5,113.0,11.5,39.0,0.0
Chiefs_49ers_3_2018,289.0,430.0,116.5,78.0,40.0,32.5,1.0,196.5,278.0,140.0,107.0,23.0,25.5,0.5
Cardinals_Bears_3_2018,114.0,294.5,61.0,136.0,3.0,29.0,0.0,170.0,251.5,112.5,71.5,23.5,20.5,0.5
Eagles_Colts_3_2018,220.0,309.0,102.0,58.5,19.5,19.5,0.5,241.0,249.0,89.5,83.0,22.0,21.5,0.5
Buccaneers_Steelers_3_2018,405.0,376.5,77.5,67.0,37.5,30.5,1.0,377.5,236.0,96.0,152.0,29.0,31.5,0.25
Seahawks_Cowboys_3_2018,222.0,254.5,69.0,116.0,20.5,25.5,0.0,149.0,183.0,116.0,91.0,14.0,14.5,0.5
Dolphins_Raiders_3_2018,172.0,270.0,127.5,79.0,23.5,16.0,1.0,290.5,221.0,93.5,154.0,16.0,26.5,0.0
Redskins_Packers_3_2018,258.0,161.0,123.5,86.0,16.5,13.5,0.5,277.0,283.5,83.5,103.5,26.5,26.0,0.75
Texans_Giants_3_2018,223.5,225.0,157.5,111.0,18.5,23.5,0.0,215.0,164.0,74.5,137.5,14.0,20.0,0.0
Patriots_Dolphins_4_2018,202.33333333333334,263.0,97.66666666666667,143.33333333333334,19.0,25.666666666666668,0.3333333333333333,225.33333333333334,288.3333333333333,98.66666666666667,89.0,25.0,17.333333333333332,1.0
Cowboys_Lions_4_2018,145.0,182.66666666666666,132.66666666666666,98.33333333333333,13.666666666666666,17.666666666666668,0.3333333333333333,294.6666666666667,152.0,98.66666666666667,149.33333333333334,23.333333333333332,29.333333333333332,0.3333333333333333
Bears_Buccaneers_4_2018,178.0,223.66666666666666,115.66666666666667,65.33333333333333,21.0,18.333333333333332,0.6666666666666666,400.6666666666667,362.6666666666667,72.66666666666667,70.66666666666667,34.0,30.333333333333332,0.6666666666666666
Giants_Saints_4_2018,231.66666666666666,232.0,87.66666666666667,111.33333333333333,18.333333333333332,20.666666666666668,0.3333333333333333,345.3333333333333,336.6666666666667,82.66666666666667,84.33333333333333,34.666666666666664,34.333333333333336,0.6666666666666666
Chargers_49ers_4_2018,291.0,271.6666666666667,124.33333333333333,120.33333333333333,27.333333333333332,31.0,0.3333333333333333,207.0,287.6666666666667,152.66666666666666,97.0,24.333333333333332,29.666666666666668,0.3333333333333333
Falcons_Bengals_4_2018,285.3333333333333,276.0,97.33333333333333,125.66666666666667,26.666666666666668,28.333333333333332,0.3333333333333333,274.6666666666667,270.3333333333333,91.66666666666667,123.66666666666667,29.666666666666668,25.666666666666668,0.6666666666666666
Jaguars_Jets_4_2018,229.66666666666666,171.0,109.33333333333333,115.33333333333333,19.0,14.666666666666666,0.6666666666666666,220.33333333333334,204.0,106.0,102.33333333333333,25.666666666666668,19.333333333333332,0.3333333333333333
Colts_Texans_4_2018,207.66666666666666,241.66666666666666,82.33333333333333,106.0,20.0,21.0,0.3333333333333333,271.6666666666667,238.33333333333334,124.66666666666667,112.0,19.666666666666668,24.666666666666668,0.0
Rams_Vikings_4_2018,305.6666666666667,199.33333333333334,133.66666666666666,96.66666666666667,34.0,12.0,1.0,305.6666666666667,218.0,66.0,105.33333333333333,19.666666666666668,24.0,0.5
Packers_Bills_4_2018,264.6666666666667,262.3333333333333,89.0,124.33333333333333,23.333333333333332,27.666666666666668,0.5,147.66666666666666,256.6666666666667,98.33333333333333,80.0,16.666666666666668,28.0,0.3333333333333333
Raiders_Browns_4_2018,302.0,258.0,98.66666666666667,116.33333333333333,17.333333333333332,27.0,0.0,191.33333333333334,229.0,134.33333333333334,109.33333333333333,20.0,19.666666666666668,0.5
Titans_Eagles_4_2018,162.0,218.66666666666666,122.0,118.33333333333333,16.333333333333332,16.666666666666668,0.6666666666666666,222.33333333333334,253.0,118.66666666666667,61.666666666666664,19.666666666666668,18.333333333333332,0.6666666666666666
Broncos_Chiefs_4_2018,238.0,262.6666666666667,144.66666666666666,77.66666666666667,20.333333333333332,23.333333333333332,0.6666666666666666,295.0,362.6666666666667,103.33333333333333,111.33333333333333,39.333333333333336,30.666666666666668,1.0
Cardinals_Seahawks_4_2018,132.0,261.0,58.333333333333336,131.33333333333334,6.666666666666667,24.666666666666668,0.0,208.66666666666666,215.33333333333334,83.66666666666667,132.66666666666666,21.666666666666668,21.333333333333332,0.3333333333333333
Steelers_Ravens_4_2018,363.3333333333333,288.0,90.0,122.33333333333333,29.333333333333332,30.0,0.5,292.0,169.33333333333334,86.66666666666667,103.66666666666667,32.333333333333336,17.0,0.6666666666666666
Chiefs_Jaguars_5_2018,297.25,328.5,113.0,123.25,36.25,28.75,1.0,266.5,164.25,113.5,95.0,22.0,14.0,0.75
Texans_Cowboys_5_2018,290.5,288.0,123.25,94.25,24.0,27.0,0.25,166.5,208.5,145.25,97.75,16.75,19.25,0.5
Browns_Ravens_5_2018,213.25,278.25,152.75,116.75,25.5,26.0,0.375,307.75,193.25,89.0,82.5,30.75,16.25,0.75
Lions_Packers_5_2018,292.5,171.75,98.0,157.75,23.5,28.5,0.25,269.0,218.5,102.0,107.75,23.0,20.75,0.625
Saints_Redskins_5_2018,313.75,311.0,104.5,79.5,34.25,30.25,0.75,245.33333333333334,187.33333333333334,137.66666666666666,90.66666666666667,21.333333333333332,14.666666666666666,0.6666666666666666
Bengals_Dolphins_5_2018,283.0,303.5,93.5,115.75,31.5,28.25,0.75,198.0,284.75,88.0,110.5,20.5,22.5,0.75
49ers_Cardinals_5_2018,227.25,276.25,133.5,104.25,25.0,29.5,0.25,141.75,235.75,66.75,141.25,9.25,23.5,0.0
Seahawks_Rams_5_2018,196.5,204.25,105.5,122.5,21.25,20.25,0.5,343.25,247.5,125.25,86.0,35.0,16.75,1.0
Bills_Titans_5_2018,132.5,263.0,88.25,95.25,12.5,26.5,0.25,203.25,242.75,109.0,118.0,18.75,18.25,0.75
Panthers_Giants_5_2018,203.66666666666666,246.66666666666666,166.0,110.0,23.666666666666668,20.0,0.6666666666666666,232.25,228.75,82.0,126.0,18.25,23.75,0.25
Eagles_Vikings_5_2018,245.5,271.5,118.25,63.75,20.5,20.25,0.5,327.25,277.5,63.0,104.0,22.5,27.5,0.375
Jets_Broncos_5_2018,201.25,247.25,88.0,108.25,22.25,22.25,0.25,235.0,273.0,148.25,93.75,21.0,24.25,0.5
Patriots_Colts_5_2018,220.25,226.25,117.0,121.5,23.75,21.0,0.5,265.0,268.0,72.0,109.25,23.5,25.0,0.25
Steelers_Falcons_5_2018,338.75,304.75,72.25,115.75,25.5,29.0,0.375,314.75,284.0,96.0,119.0,29.0,30.5,0.25
Chargers_Raiders_5_2018,278.75,275.75,124.75,109.25,27.75,30.0,0.5,333.0,263.25,108.75,139.25,24.25,30.75,0.25
Patriots_Chiefs_6_2018,244.4,252.0,113.0,114.0,26.6,21.6,0.6,297.4,343.0,115.6,118.8,35.0,25.8,1.0
Giants_Eagles_6_2018,262.2,229.4,75.6,124.4,20.8,25.6,0.2,253.0,276.8,110.8,66.4,20.6,20.8,0.4
Titans_Ravens_6_2018,186.8,210.0,107.2,123.2,17.4,17.2,0.6,305.0,215.4,94.4,88.4,26.4,15.4,0.6
Raiders_Seahawks_6_2018,316.0,277.2,95.2,127.2,21.4,29.8,0.2,193.8,226.0,122.4,129.0,23.2,22.8,0.4
Jets_Colts_6_2018,198.8,266.6,135.0,105.0,24.6,21.0,0.4,283.0,282.6,74.4,106.8,23.6,27.6,0.2
Browns_Chargers_6_2018,231.4,281.4,144.6,116.6,22.8,22.6,0.5,289.6,270.2,115.6,95.6,27.4,26.0,0.6
Dolphins_Bears_6_2018,192.2,273.6,96.0,109.0,19.8,23.4,0.6,219.5,230.5,121.5,64.0,27.75,16.25,0.75
Falcons_Buccaneers_6_2018,304.2,277.2,89.2,121.4,26.6,32.6,0.2,363.25,358.0,69.5,87.75,28.0,34.75,0.5
Packers_49ers_6_2018,299.8,208.8,101.2,105.0,23.0,22.8,0.5,241.8,253.8,136.2,94.6,23.6,29.2,0.2
Broncos_Rams_6_2018,256.8,256.2,137.0,139.6,20.0,26.2,0.4,337.2,234.6,131.2,106.8,34.6,19.6,1.0
Vikings_Cardinals_6_2018,321.4,278.6,65.8,99.4,22.6,26.2,0.5,146.2,248.6,64.6,142.4,13.0,22.4,0.2
Texans_Bills_6_2018,307.2,269.2,116.2,95.0,23.0,24.8,0.4,121.8,234.6,99.4,96.2,12.6,23.6,0.4
Cowboys_Jaguars_6_2018,172.0,241.6,135.8,95.8,16.6,19.2,0.4,293.4,191.0,111.0,101.2,20.4,17.2,0.6
Bengals_Steelers_6_2018,272.2,276.6,95.4,118.2,30.6,26.0,0.8,321.0,296.2,84.0,105.0,28.6,26.6,0.5
Redskins_Panthers_6_2018,245.0,227.75,113.0,92.5,20.75,21.75,0.5,210.75,280.5,154.0,95.0,26.0,22.75,0.75
Falcons_Giants_7_2018,311.3333333333333,295.8333333333333,86.0,121.33333333333333,27.833333333333332,32.0,0.3333333333333333,260.8333333333333,236.33333333333334,87.5,121.66666666666667,19.5,27.0,0.16666666666666666
Redskins_Cowboys_7_2018,227.2,236.0,116.8,90.2,21.2,20.8,0.6,172.0,224.5,147.5,90.66666666666667,20.5,17.166666666666668,0.5
Bears_Patriots_7_2018,236.2,260.4,130.0,83.4,27.8,19.2,0.6,258.1666666666667,268.6666666666667,123.0,110.66666666666667,29.333333333333332,24.666666666666668,0.6666666666666666
Buccaneers_Browns_7_2018,368.4,355.8,79.8,84.2,28.2,34.6,0.4,228.5,268.3333333333333,137.66666666666666,138.16666666666666,21.333333333333332,25.166666666666668,0.4166666666666667
Jaguars_Texans_7_2018,267.6666666666667,187.83333333333334,103.33333333333333,118.66666666666667,18.166666666666668,21.0,0.5,279.6666666666667,245.83333333333334,109.16666666666667,95.83333333333333,22.5,22.833333333333332,0.5
Jets_Vikings_7_2018,210.16666666666666,272.3333333333333,130.33333333333334,108.66666666666667,27.5,23.166666666666668,0.5,303.8333333333333,266.8333333333333,87.33333333333333,92.83333333333333,23.333333333333332,24.666666666666668,0.5833333333333334
49ers_Rams_7_2018,239.33333333333334,279.0,142.5,98.16666666666667,24.666666666666668,29.833333333333332,0.16666666666666666,310.0,245.0,154.33333333333334,99.0,32.666666666666664,19.666666666666668,1.0
Colts_Bills_7_2018,286.0,280.0,83.16666666666667,106.83333333333333,25.333333333333332,30.0,0.16666666666666666,123.0,219.16666666666666,99.5,92.5,12.666666666666666,23.0,0.3333333333333333
Chargers_Titans_7_2018,275.1666666666667,260.8333333333333,137.33333333333334,96.83333333333333,29.166666666666668,24.0,0.6666666666666666,164.16666666666666,214.66666666666666,98.5,123.16666666666667,14.5,17.833333333333332,0.5
Cardinals_Broncos_7_2018,156.5,243.16666666666666,63.833333333333336,151.16666666666666,13.666666666666666,23.166666666666668,0.16666666666666666,263.5,242.5,124.16666666666667,161.33333333333334,20.0,25.666666666666668,0.3333333333333333
Dolphins_Lions_7_2018,223.5,278.5,106.83333333333333,118.16666666666667,21.666666666666668,24.166666666666668,0.6666666666666666,268.0,222.0,97.2,145.8,25.0,27.4,0.4
Eagles_Panthers_7_2018,256.0,273.0,110.33333333333333,79.83333333333333,22.833333333333332,19.5,0.5,222.4,255.6,139.4,102.4,24.2,22.8,0.6
Ravens_Saints_7_2018,293.8333333333333,188.0,99.16666666666667,82.83333333333333,25.5,12.833333333333334,0.6666666666666666,320.8,297.6,103.2,71.4,36.0,28.0,0.8
Chiefs_Bengals_7_2018,306.5,340.3333333333333,112.0,127.83333333333333,35.833333333333336,28.666666666666668,0.8333333333333334,262.3333333333333,292.0,89.83333333333333,117.16666666666667,29.0,26.333333333333332,0.6666666666666666
Raiders_Colts_8_2018,281.0,266.6666666666667,92.5,131.83333333333334,18.333333333333332,29.333333333333332,0.16666666666666666,267.42857142857144,264.0,102.71428571428571,110.85714285714286,27.0,26.428571428571427,0.2857142857142857
