,home_off_pass_ypg,home_def_pass_ypg,home_off_rush_ypg,home_def_rush_ypg,home_off_ppg,home_def_ppg,home_win_pct,away_off_pass_ypg,away_def_pass_ypg,away_off_rush_ypg,away_def_rush_ypg,away_off_ppg,away_def_ppg,away_win_pct
Texans_Chargers_12_2016,191.6,206.6,121.7,111.6,18.1,21.5,0.6,275.1,274.5,103.0,87.4,29.2,27.8,0.4
Cowboys_Redskins_12_2016,256.4,263.5,156.7,84.4,28.5,18.7,0.9,301.4,259.2,117.1,112.1,25.4,23.3,0.65
Ravens_Bengals_12_2016,249.1,219.1,87.4,76.0,19.9,18.7,0.5,259.4,248.7,113.3,123.4,19.9,22.6,0.35
Bills_Jaguars_12_2016,185.7,238.7,157.8,107.3,25.3,21.5,0.5,249.9,209.6,87.6,113.0,19.3,26.5,0.2
Buccaneers_Seahawks_12_2016,260.0,267.0,106.0,114.7,23.5,25.9,0.5,266.5,237.0,85.1,98.4,21.9,17.3,0.75
Dolphins_49ers_12_2016,211.7,224.5,118.1,126.1,21.8,21.6,0.6,189.8,251.6,119.8,179.5,20.4,31.3,0.1
Browns_Giants_12_2016,218.0909090909091,265.54545454545456,93.0,143.9090909090909,16.727272727272727,29.545454545454547,0.0,262.9,262.7,77.0,92.2,20.4,20.0,0.7
Raiders_Panthers_12_2016,275.5,277.9,118.0,115.7,27.2,24.3,0.8,244.8,271.7,107.5,81.8,24.4,24.6,0.4
Bears_Titans_12_2016,245.3,241.2,98.8,98.8,15.7,23.7,0.2,242.0909090909091,266.1818181818182,140.8181818181818,92.0909090909091,25.545454545454547,25.0,0.45454545454545453
Lions_Vikings_12_2016,252.2,253.6,79.5,104.6,23.1,22.5,0.6,223.8,206.1,70.0,100.8,20.5,17.6,0.6
Colts_Steelers_12_2016,260.8,284.5,95.8,113.1,26.3,27.3,0.5,268.2,267.9,96.2,95.7,23.8,21.5,0.5
Jets_Colts_13_2016,223.8181818181818,262.8181818181818,111.27272727272727,85.9090909090909,17.818181818181817,24.181818181818183,0.2727272727272727,257.0,278.72727272727275,95.36363636363636,116.27272727272727,24.545454545454547,27.363636363636363,0.45454545454545453
Cardinals_Redskins_13_2016,262.27272727272725,195.0909090909091,106.81818181818181,98.9090909090909,22.272727272727273,20.727272727272727,0.4090909090909091,314.8181818181818,252.9090909090909,111.54545454545455,116.72727272727273,25.454545454545453,24.0,0.5909090909090909
Jaguars_Broncos_13_2016,237.9090909090909,204.27272727272728,96.27272727272727,116.63636363636364,19.454545454545453,26.636363636363637,0.18181818181818182,237.54545454545453,193.9090909090909,99.81818181818181,120.0,24.181818181818183,19.90909090909091,0.6363636363636364
Ravens_Dolphins_13_2016,246.36363636363637,222.9090909090909,87.81818181818181,74.9090909090909,19.818181818181817,18.272727272727273,0.5454545454545454,216.36363636363637,229.72727272727272,116.0,132.1818181818182,22.636363636363637,21.818181818181817,0.6363636363636364
Packers_Texans_13_2016,266.72727272727275,260.6363636363636,98.18181818181819,90.18181818181819,24.90909090909091,26.272727272727273,0.45454545454545453,195.9090909090909,209.1818181818182,121.0,107.54545454545455,17.636363636363637,21.454545454545453,0.5454545454545454
Falcons_Chiefs_13_2016,303.09090909090907,282.1818181818182,108.36363636363636,98.81818181818181,32.54545454545455,27.454545454545453,0.6363636363636364,231.72727272727272,260.54545454545456,96.54545454545455,121.36363636363636,22.90909090909091,19.454545454545453,0.7272727272727273
Bears_49ers_13_2016,251.72727272727272,239.8181818181818,98.45454545454545,103.36363636363636,16.181818181818183,24.0,0.18181818181818182,198.1818181818182,252.63636363636363,126.45454545454545,171.8181818181818,20.727272727272727,31.272727272727273,0.09090909090909091
Raiders_Bills_13_2016,278.6363636363636,273.45454545454544,112.36363636363636,116.9090909090909,27.90909090909091,25.0,0.8181818181818182,182.54545454545453,227.72727272727272,157.36363636363637,114.18181818181819,25.545454545454547,21.454545454545453,0.5454545454545454
Bengals_Eagles_13_2016,259.54545454545456,246.0,108.81818181818181,120.54545454545455,19.363636363636363,22.272727272727273,0.3181818181818182,221.0909090909091,236.54545454545453,114.9090909090909,102.81818181818181,23.09090909090909,19.363636363636363,0.45454545454545453
Chargers_Buccaneers_13_2016,271.45454545454544,271.27272727272725,99.72727272727273,89.81818181818181,28.454545454545453,26.454545454545453,0.45454545454545453,256.3636363636364,253.45454545454547,107.0909090909091,115.81818181818181,22.636363636363637,24.0,0.5454545454545454
Patriots_Rams_13_2016,270.3636363636364,253.63636363636363,115.81818181818181,99.54545454545455,26.636363636363637,17.90909090909091,0.8181818181818182,212.0,227.54545454545453,83.0909090909091,112.27272727272727,15.454545454545455,21.454545454545453,0.36363636363636365
Steelers_Giants_13_2016,263.90909090909093,263.45454545454544,100.9090909090909,95.27272727272727,24.181818181818183,20.181818181818183,0.5454545454545454,256.45454545454544,264.72727272727275,79.45454545454545,89.0909090909091,21.0,19.363636363636363,0.7272727272727273
Vikings_Cowboys_13_2016,223.8181818181818,206.8181818181818,71.0909090909091,100.18181818181819,19.818181818181817,17.454545454545453,0.5454545454545454,250.36363636363637,280.3636363636364,157.27272727272728,81.81818181818181,28.727272727272727,19.363636363636363,0.9090909090909091
Saints_Lions_13_2016,319.45454545454544,271.3636363636364,114.63636363636364,99.0909090909091,30.363636363636363,27.90909090909091,0.45454545454545453,248.72727272727272,250.9090909090909,80.81818181818181,102.54545454545455,22.454545454545453,21.636363636363637,0.6363636363636364
Seahawks_Panthers_13_2016,253.0,235.45454545454547,88.9090909090909,100.18181818181819,20.363636363636363,17.0,0.6818181818181818,243.36363636363637,275.1818181818182,109.45454545454545,79.45454545454545,25.09090909090909,25.545454545454547,0.36363636363636365
Patriots_Ravens_14_2016,270.25,243.0,117.25,94.25,26.583333333333332,17.25,0.8333333333333334,258.0,222.25,89.66666666666667,73.83333333333333,21.333333333333332,17.25,0.5833333333333334
Eagles_Redskins_14_2016,228.16666666666666,244.5,109.75,100.91666666666667,22.333333333333332,20.416666666666668,0.4166666666666667,309.0833333333333,255.25,109.5,114.33333333333333,25.25,24.583333333333332,0.5416666666666666
Packers_Seahawks_14_2016,261.1666666666667,254.25,99.08333333333333,92.91666666666667,24.583333333333332,25.166666666666668,0.5,256.4166666666667,231.0,101.5,99.25,22.0,16.166666666666668,0.7083333333333334
Dolphins_Cardinals_14_2016,216.25,242.75,111.5,130.33333333333334,21.25,23.166666666666668,0.5833333333333334,263.8333333333333,199.33333333333334,105.25,97.91666666666667,23.0,20.916666666666668,0.4583333333333333
Buccaneers_Saints_14_2016,257.3333333333333,249.91666666666666,104.91666666666667,116.08333333333333,23.083333333333332,23.75,0.5833333333333334,319.4166666666667,276.8333333333333,109.25,97.91666666666667,28.916666666666668,27.916666666666668,0.4166666666666667
Titans_Broncos_14_2016,240.75,270.3333333333333,141.5,92.33333333333333,25.666666666666668,24.666666666666668,0.5,226.25,192.66666666666666,100.16666666666667,122.83333333333333,23.833333333333332,19.083333333333332,0.6666666666666666
Chiefs_Raiders_14_2016,234.58333333333334,263.0,98.75,121.91666666666667,23.416666666666668,20.166666666666668,0.75,277.0833333333333,264.8333333333333,114.58333333333333,124.83333333333333,28.75,24.916666666666668,0.8333333333333334
Rams_Falcons_14_2016,204.83333333333334,231.0,79.16666666666667,114.0,15.0,21.833333333333332,0.3333333333333333,302.0,280.8333333333333,110.0,100.83333333333333,32.166666666666664,27.583333333333332,0.5833333333333334
Lions_Bears_14_2016,256.0833333333333,256.5833333333333,81.16666666666667,98.16666666666667,22.916666666666668,20.916666666666668,0.6666666666666666,246.08333333333334,220.33333333333334,102.08333333333333,106.5,17.0,22.5,0.25
49ers_Jets_14_2016,182.16666666666666,246.91666666666666,127.66666666666667,169.33333333333334,19.5,30.833333333333332,0.08333333333333333,223.0,264.4166666666667,105.0,90.33333333333333,17.166666666666668,25.583333333333332,0.25
Giants_Cowboys_14_2016,249.91666666666666,265.3333333333333,77.5,91.41666666666667,20.416666666666668,19.75,0.6666666666666666,239.83333333333334,276.25,155.83333333333334,82.25,27.75,19.0,0.9166666666666666
Bills_Steelers_14_2016,181.5,230.41666666666666,161.91666666666666,116.25,25.416666666666668,22.833333333333332,0.5,264.5833333333333,256.3333333333333,102.25,92.0,24.166666666666668,19.666666666666668,0.5833333333333334
Panthers_Chargers_14_2016,238.25,276.75,107.75,92.83333333333333,23.583333333333332,26.75,0.3333333333333333,266.4166666666667,271.0,101.33333333333333,89.08333333333333,27.833333333333332,26.583333333333332,0.4166666666666667
Jaguars_Vikings_14_2016,233.0,195.75,101.08333333333333,115.58333333333333,18.666666666666668,26.083333333333332,0.16666666666666666,224.41666666666666,199.91666666666666,72.41666666666667,103.5,19.416666666666668,17.416666666666668,0.5
Colts_Texans_14_2016,259.0833333333333,273.3333333333333,99.0,109.58333333333333,25.916666666666668,25.916666666666668,0.5,194.91666666666666,208.41666666666666,121.16666666666667,107.66666666666667,17.25,21.416666666666668,0.5
Browns_Bengals_14_2016,223.66666666666666,259.4166666666667,90.08333333333333,140.58333333333334,16.416666666666668,29.333333333333332,0.0,265.5833333333333,251.0,106.41666666666667,114.91666666666667,20.416666666666668,21.583333333333332,0.375
Vikings_Colts_15_2016,229.6153846153846,202.23076923076923,73.38461538461539,102.07692307692308,19.846153846153847,17.307692307692307,0.5384615384615384,259.53846153846155,262.38461538461536,97.76923076923077,115.38461538461539,25.23076923076923,25.615384615384617,0.46153846153846156
Giants_Lions_15_2016,243.53846153846155,256.61538461538464,78.6923076923077,92.6923076923077,19.615384615384617,18.76923076923077,0.6923076923076923,252.46153846153845,252.53846153846155,83.6923076923077,97.6923076923077,22.692307692307693,20.615384615384617,0.6923076923076923
Bengals_Steelers_15_2016,256.46153846153845,238.23076923076923,114.61538461538461,119.07692307692308,20.615384615384617,20.692307692307693,0.4230769230769231,261.15384615384613,252.6153846153846,112.84615384615384,90.07692307692308,24.384615384615383,19.692307692307693,0.6153846153846154
Seahawks_Rams_15_2016,253.46153846153845,231.46153846153845,104.15384615384616,98.76923076923077,21.076923076923077,17.846153846153847,0.6538461538461539,205.07692307692307,230.15384615384616,81.07692307692308,110.3076923076923,14.923076923076923,23.384615384615383,0.3076923076923077
Chiefs_Titans_15_2016,236.3846153846154,251.15384615384616,96.15384615384616,122.92307692307692,23.23076923076923,19.615384615384617,0.7692307692307693,227.84615384615384,274.9230769230769,144.46153846153845,86.61538461538461,24.692307692307693,23.53846153846154,0.5384615384615384
Cardinals_Saints_15_2016,253.15384615384616,201.76923076923077,110.61538461538461,96.76923076923077,23.0,21.307692307692307,0.4230769230769231,313.9230769230769,268.3076923076923,104.38461538461539,98.38461538461539,27.53846153846154,27.0,0.38461538461538464
Redskins_Panthers_15_2016,302.7692307692308,257.7692307692308,109.3076923076923,112.84615384615384,25.384615384615383,24.384615384615383,0.5769230769230769,231.15384615384616,272.38461538461536,109.15384615384616,90.15384615384616,23.923076923076923,25.923076923076923,0.38461538461538464
Ravens_Eagles_15_2016,261.6923076923077,236.0,86.0,75.46153846153847,21.46153846153846,18.23076923076923,0.5384615384615384,232.76923076923077,243.15384615384616,108.61538461538461,101.38461538461539,22.307692307692307,20.923076923076923,0.38461538461538464
Bears_Packers_15_2016,242.84615384615384,219.46153846153845,101.3076923076923,107.07692307692308,17.0,22.307692307692307,0.23076923076923078,259.3076923076923,251.46153846153845,98.61538461538461,96.23076923076923,25.615384615384617,24.0,0.5384615384615384
Texans_Jaguars_15_2016,190.0,212.76923076923077,126.07692307692308,105.76923076923077,17.615384615384617,21.076923076923077,0.5384615384615384,232.76923076923077,203.15384615384616,99.84615384615384,113.23076923076923,18.46153846153846,26.0,0.15384615384615385
Broncos_Patriots_15_2016,234.23076923076923,183.46153846153845,93.84615384615384,127.23076923076923,22.76923076923077,18.615384615384617,0.6153846153846154,280.3076923076923,247.84615384615384,115.53846153846153,90.23076923076923,26.846153846153847,17.692307692307693,0.8461538461538461
Falcons_49ers_15_2016,295.6923076923077,275.2307692307692,106.61538461538461,101.07692307692308,32.92307692307692,26.53846153846154,0.6153846153846154,177.07692307692307,244.53846153846155,136.92307692307693,170.76923076923077,19.307692307692307,30.23076923076923,0.07692307692307693
Chargers_Raiders_15_2016,262.84615384615387,261.38461538461536,98.0,91.92307692307692,26.923076923076923,26.692307692307693,0.38461538461538464,264.15384615384613,264.3076923076923,116.15384615384616,120.23076923076923,27.53846153846154,24.615384615384617,0.7692307692307693
Jets_Dolphins_15_2016,222.46153846153845,253.0,111.38461538461539,102.46153846153847,17.615384615384617,24.923076923076923,0.3076923076923077,217.3846153846154,233.69230769230768,109.3076923076923,133.76923076923077,21.615384615384617,23.153846153846153,0.6153846153846154
Bills_Browns_15_2016,183.53846153846155,229.6153846153846,154.6153846153846,125.76923076923077,25.0,23.153846153846153,0.46153846153846156,213.0,250.76923076923077,96.15384615384616,146.15384615384616,15.923076923076923,28.846153846153847,0.0
Cowboys_Buccaneers_15_2016,233.07692307692307,267.84615384615387,152.15384615384616,83.07692307692308,26.153846153846153,18.307692307692307,0.8461538461538461,250.30769230769232,249.76923076923077,104.84615384615384,110.6923076923077,22.53846153846154,22.76923076923077,0.6153846153846154
Packers_Vikings_16_2016,256.85714285714283,258.7857142857143,107.71428571428571,96.14285714285714,25.928571428571427,24.214285714285715,0.5714285714285714,230.92857142857142,205.64285714285714,70.57142857142857,106.28571428571429,18.857142857142858,18.5,0.5
Saints_Buccaneers_16_2016,317.07142857142856,271.2142857142857,106.21428571428571,99.64285714285714,29.0,28.0,0.42857142857142855,248.42857142857142,250.78571428571428,101.07142857142857,116.0,22.357142857142858,23.0,0.5714285714285714
Panthers_Falcons_16_2016,235.35714285714286,274.7857142857143,111.92857142857143,85.78571428571429,24.071428571428573,25.142857142857142,0.42857142857142855,296.14285714285717,267.35714285714283,116.71428571428571,101.5,33.5,25.571428571428573,0.6428571428571429
Bears_Redskins_16_2016,250.78571428571428,219.85714285714286,100.85714285714286,115.57142857142857,17.714285714285715,22.857142857142858,0.21428571428571427,303.0,260.07142857142856,103.57142857142857,115.35714285714286,24.642857142857142,24.5,0.5357142857142857
Jaguars_Titans_16_2016,222.07142857142858,210.64285714285714,97.5,110.78571428571429,18.571428571428573,25.642857142857142,0.14285714285714285,228.78571428571428,266.64285714285717,144.71428571428572,91.64285714285714,24.285714285714285,23.071428571428573,0.5714285714285714
Patriots_Jets_16_2016,272.92857142857144,248.07142857142858,117.0,87.92857142857143,26.071428571428573,16.642857142857142,0.8571428571428571,224.0,251.78571428571428,111.71428571428571,99.92857142857143,17.285714285714285,25.571428571428573,0.2857142857142857
Eagles_Giants_16_2016,227.5,239.28571428571428,112.92857142857143,104.92857142857143,22.571428571428573,21.357142857142858,0.35714285714285715,239.42857142857142,257.42857142857144,81.21428571428571,90.07142857142857,19.428571428571427,17.857142857142858,0.7142857142857143
Chiefs_Broncos_16_2016,230.85714285714286,250.42857142857142,100.5,124.71428571428571,22.785714285714285,19.571428571428573,0.7142857142857143,235.42857142857142,183.0,91.28571428571429,127.85714285714286,21.357142857142858,18.428571428571427,0.5714285714285714
Steelers_Ravens_16_2016,262.85714285714283,245.0,111.71428571428571,89.07142857142857,24.357142857142858,19.714285714285715,0.6428571428571429,256.5,230.5,90.64285714285714,82.14285714285714,21.857142857142858,18.785714285714285,0.5714285714285714
Seahawks_Cardinals_16_2016,251.57142857142858,224.64285714285714,101.85714285714286,95.07142857142857,21.285714285714285,16.785714285714285,0.6785714285714286,257.14285714285717,212.92857142857142,111.0,99.14285714285714,24.285714285714285,23.214285714285715,0.39285714285714285
Rams_49ers_16_2016,200.14285714285714,229.92857142857142,78.64285714285714,107.57142857142857,14.071428571428571,23.428571428571427,0.2857142857142857,176.21428571428572,248.64285714285714,134.78571428571428,176.28571428571428,18.857142857142858,31.0,0.07142857142857142
Texans_Bengals_16_2016,198.42857142857142,203.5,122.71428571428571,103.0,17.857142857142858,21.0,0.5714285714285714,248.57142857142858,241.57142857142858,111.85714285714286,117.5,20.571428571428573,20.928571428571427,0.39285714285714285
Browns_Chargers_16_2016,209.35714285714286,245.07142857142858,96.92857142857143,155.71428571428572,15.714285714285714,29.142857142857142,0.0,257.64285714285717,257.0,96.21428571428571,95.71428571428571,26.142857142857142,26.142857142857142,0.35714285714285715
Raiders_Colts_16_2016,259.57142857142856,259.0,118.21428571428571,116.85714285714286,26.928571428571427,24.0,0.7857142857142857,258.85714285714283,261.35714285714283,102.28571428571429,109.57142857142857,25.857142857142858,24.214285714285715,0.5
Cowboys_Lions_16_2016,235.28571428571428,264.7142857142857,154.5,80.85714285714286,26.142857142857142,18.428571428571427,0.8571428571428571,253.57142857142858,247.78571428571428,81.71428571428571,98.85714285714286,21.5,20.357142857142858,0.6428571428571429
Bills_Dolphins_16_2016,182.64285714285714,224.78571428571428,163.57142857142858,124.42857142857143,25.571428571428573,22.428571428571427,0.5,218.71428571428572,234.42857142857142,106.28571428571429,132.5,22.5,22.428571428571427,0.6428571428571429
Steelers_Browns_17_2016,263.93333333333334,245.06666666666666,112.73333333333333,91.26666666666667,24.8,20.2,0.6666666666666666,203.86666666666667,250.2,98.73333333333333,147.6,16.0,28.333333333333332,0.06666666666666667
Vikings_Bears_17_2016,239.06666666666666,212.46666666666667,72.06666666666666,101.86666666666666,19.266666666666666,19.8,0.4666666666666667,255.26666666666668,223.2,103.46666666666667,121.73333333333333,17.933333333333334,24.066666666666666,0.2
Dolphins_Patriots_17_2016,219.66666666666666,239.93333333333334,116.6,141.8,23.266666666666666,23.0,0.6666666666666666,268.8,240.06666666666666,116.8,89.46666666666667,27.066666666666666,15.733333333333333,0.8666666666666667
Bengals_Ravens_17_2016,248.26666666666668,235.8,107.73333333333333,116.0,19.866666666666667,20.333333333333332,0.36666666666666664,255.8,233.73333333333332,92.73333333333333,85.13333333333334,22.2,19.6,0.5333333333333333
Buccaneers_Panthers_17_2016,249.2,253.66666666666666,100.26666666666667,116.46666666666667,22.466666666666665,23.533333333333335,0.5333333333333333,231.86666666666667,273.53333333333336,112.4,90.2,23.533333333333335,25.666666666666668,0.4
Titans_Texans_17_2016,227.2,270.93333333333334,138.93333333333334,91.13333333333334,23.8,24.066666666666666,0.5333333333333333,195.53333333333333,206.2,120.86666666666666,99.46666666666667,17.466666666666665,20.266666666666666,0.6
Rams_Cardinals_17_2016,192.0,231.46666666666667,80.0,105.06666666666666,14.533333333333333,23.333333333333332,0.26666666666666666,258.4,219.6,109.86666666666666,97.73333333333333,24.933333333333334,23.733333333333334,0.43333333333333335
Redskins_Giants_17_2016,300.8,263.93333333333334,110.53333333333333,117.0,25.733333333333334,24.266666666666666,0.5666666666666667,247.2,251.46666666666667,83.4,91.93333333333334,19.4,18.266666666666666,0.6666666666666666
Eagles_Cowboys_17_2016,223.53333333333333,247.06666666666666,113.26666666666667,105.53333333333333,22.666666666666668,21.2,0.4,233.66666666666666,262.3333333333333,155.13333333333333,81.46666666666667,27.2,18.6,0.8666666666666667
Falcons_Saints_17_2016,293.46666666666664,261.73333333333335,119.06666666666666,102.66666666666667,33.46666666666667,24.933333333333334,0.6666666666666666,315.53333333333336,270.46666666666664,107.33333333333333,98.93333333333334,29.133333333333333,27.733333333333334,0.4666666666666667
Jets_Bills_17_2016,217.6,249.06666666666666,111.66666666666667,100.86666666666666,16.333333333333332,26.6,0.26666666666666666,191.6,225.33333333333334,170.8,133.53333333333333,25.933333333333334,23.2,0.4666666666666667
Broncos_Raiders_17_2016,231.93333333333334,187.2,89.4,135.2,20.6,19.4,0.5333333333333333,259.1333333333333,260.93333333333334,124.33333333333333,115.86666666666666,27.333333333333332,24.066666666666666,0.8
Colts_Jaguars_17_2016,260.8,260.8,102.26666666666667,116.26666666666667,25.8,24.8,0.4666666666666667,229.33333333333334,210.26666666666668,96.6,107.26666666666667,19.866666666666667,25.066666666666666,0.2
49ers_Seahawks_17_2016,181.33333333333334,237.26666666666668,130.46666666666667,171.13333333333333,19.066666666666666,30.333333333333332,0.13333333333333333,255.66666666666666,228.06666666666666,100.26666666666667,95.0,21.933333333333334,17.933333333333334,0.6333333333333333
Chargers_Chiefs_17_2016,261.93333333333334,248.33333333333334,92.06666666666666,97.6,25.533333333333335,25.733333333333334,0.3333333333333333,231.86666666666667,245.93333333333334,109.66666666666667,120.6,23.466666666666665,18.933333333333334,0.7333333333333333
Lions_Packers_17_2016,251.93333333333334,245.33333333333334,82.26666666666667,103.2,21.466666666666665,21.8,0.6,260.26666666666665,265.06666666666666,103.2,95.93333333333334,26.733333333333334,24.266666666666666,0.6
Bengals_Texans_2_2017,144.0,111.0,77.0,157.0,0.0,20.0,0.0,110.0,125.0,93.0,155.0,7.0,29.0,0.0
Ravens_Browns_2_2017,111.0,144.0,157.0,77.0,20.0,0.0,1.0,180.0,255.0,57.0,35.0,18.0,21.0,0.0
Steelers_Vikings_2_2017,255.0,180.0,35.0,57.0,21.0,18.0,1.0,341.0,284.0,129.0,60.0,29.0,19.0,1.0
Raiders_Jets_2_2017,250.0,255.0,109.0,95.0,26.0,16.0,1.0,176.0,218.0,38.0,190.0,12.0,21.0,0.0
Saints_Patriots_2_2017,284.0,341.0,60.0,129.0,19.0,29.0,0.0,247.0,352.0,124.0,185.0,27.0,42.0,0.0
Jaguars_Titans_2_2017,125.0,110.0,155.0,93.0,29.0,7.0,1.0,255.0,250.0,95.0,109.0,16.0,26.0,0.0
Colts_Cardinals_2_2017,150.0,310.0,75.0,63.0,9.0,46.0,0.0,263.0,285.0,45.0,82.0,23.0,35.0,0.0
Chiefs_Eagles_2_2017,352.0,247.0,185.0,124.0,42.0,27.0,1.0,298.0,200.0,58.0,64.0,30.0,17.0,1.0
Broncos_Cowboys_2_2017,181.0,185.0,140.0,64.0,24.0,21.0,1.0,263.0,198.0,129.0,35.0,19.0,3.0,1.0
Panthers_Bills_2_2017,171.0,166.0,116.0,51.0,23.0,3.0,1.0,218.0,176.0,190.0,38.0,21.0,12.0,1.0
Falcons_Packers_2_2017,308.0,176.0,64.0,125.0,23.0,17.0,1.0,286.0,135.0,84.0,90.0,17.0,9.0,1.0
Giants_Lions_2_2017,198.0,263.0,35.0,129.0,3.0,19.0,0.0,285.0,263.0,82.0,45.0,35.0,23.0,1.0
Seahawks_49ers_2_2017,135.0,286.0,90.0,84.0,9.0,17.0,0.0,166.0,171.0,51.0,116.0,3.0,23.0,0.0
Rams_Redskins_2_2017,310.0,150.0,63.0,75.0,46.0,9.0,1.0,200.0,298.0,64.0,58.0,17.0,30.0,0.0
Titans_Seahawks_3_2017,233.0,230.5,137.0,104.0,26.5,21.0,0.5,158.0,187.5,110.5,121.5,10.5,13.0,0.5
Panthers_Saints_3_2017,174.5,136.5,96.5,60.0,16.0,3.0,1.0,316.0,388.5,70.5,124.0,19.5,32.5,0.0
Packers_Bengals_3_2017,297.0,179.0,71.5,115.5,20.0,21.5,0.5,178.5,104.5,79.5,162.5,4.5,16.5,0.0
Bills_Broncos_3_2017,162.5,177.0,129.5,57.5,12.0,10.5,0.5,191.5,206.5,159.0,52.0,33.0,19.0,1.0
Colts_Browns_3_2017,170.0,308.0,75.5,73.0,11.0,31.0,0.0,236.5,228.0,75.0,85.5,14.0,22.5,0.0
Bears_Steelers_3_2017,233.0,251.0,72.5,90.5,12.0,26.0,0.0,244.0,163.0,68.5,74.0,23.5,13.5,1.0
Chargers_Chiefs_3_2017,254.0,203.0,54.0,125.5,19.0,21.5,0.0,292.0,273.0,148.5,115.5,34.5,23.5,1.0
Cardinals_Cowboys_3_2017,284.5,237.5,64.0,79.0,19.5,24.0,0.5,245.5,200.0,84.5,106.5,18.0,22.5,0.5
Eagles_Giants_3_2017,298.5,216.0,82.5,88.0,25.0,22.0,0.5,203.0,191.0,48.5,133.5,6.5,21.5,0.0
49ers_Rams_3_2017,127.5,176.0,105.0,123.5,6.0,17.5,0.0,272.5,153.0,80.0,152.0,33.0,18.0,0.5
Patriots_Texans_3_2017,341.5,350.0,121.5,133.0,31.5,31.0,0.5,104.0,169.0,130.5,118.5,10.0,19.0,0.5
Redskins_Raiders_3_2017,178.0,266.5,146.5,77.5,22.0,25.0,0.5,240.0,200.0,144.5,110.5,35.5,18.0,1.0
Jets_Dolphins_3_2017,160.5,224.0,82.0,185.0,16.0,33.0,0.0,225.0,323.0,111.0,44.0,19.0,17.0,1.0
Lions_Falcons_3_2017,202.0,235.5,110.0,53.5,29.5,16.5,1.0,265.5,242.0,102.5,92.0,28.5,20.0,1.0
Jaguars_Ravens_3_2017,168.0,160.5,127.0,136.0,22.5,22.0,0.5,156.0,218.5,146.5,85.0,22.0,5.0,1.0
Vikings_Buccaneers_3_2017,243.5,258.5,110.0,81.0,19.0,22.5,0.5,194.0,290.0,117.0,20.0,29.0,7.0,1.0
Broncos_Raiders_4_2017,212.66666666666666,203.33333333333334,143.0,59.666666666666664,27.333333333333332,21.333333333333332,0.6666666666666666,192.0,252.0,107.0,112.33333333333333,27.0,21.0,0.6666666666666666
Packers_Bears_4_2017,291.3333333333333,183.0,69.0,113.66666666666667,22.333333333333332,22.333333333333332,0.6666666666666666,183.33333333333334,238.0,122.33333333333333,83.66666666666667,15.666666666666666,23.0,0.3333333333333333
Browns_Bengals_4_2017,236.0,233.0,87.0,87.66666666666667,18.666666666666668,25.333333333333332,0.0,182.66666666666666,163.0,89.66666666666667,129.66666666666666,11.0,20.0,0.0
Falcons_Bills_4_2017,269.3333333333333,245.66666666666666,118.66666666666667,85.0,29.0,22.0,1.0,174.0,203.0,111.33333333333333,75.33333333333333,16.666666666666668,12.333333333333334,0.6666666666666666
Ravens_Steelers_4_2017,121.33333333333333,227.0,142.33333333333334,112.0,17.0,18.0,0.6666666666666666,233.33333333333334,136.66666666666666,69.0,123.33333333333333,21.333333333333332,16.666666666666668,0.6666666666666666
Cardinals_49ers_4_2017,284.0,216.33333333333334,59.0,85.66666666666667,18.666666666666668,25.333333333333332,0.3333333333333333,187.66666666666666,214.66666666666666,107.66666666666667,124.33333333333333,17.0,25.333333333333332,0.0
Seahawks_Colts_4_2017,226.66666666666666,200.0,96.66666666666667,146.0,16.0,19.666666666666668,0.3333333333333333,194.33333333333334,283.6666666666667,81.0,85.66666666666667,17.666666666666668,30.0,0.3333333333333333
Vikings_Lions_4_2017,285.3333333333333,277.6666666666667,115.0,62.666666666666664,24.0,20.666666666666668,0.6666666666666666,219.0,249.33333333333334,97.0,86.0,28.333333333333332,21.0,0.6666666666666666
Dolphins_Saints_4_2017,210.0,278.0,70.5,73.5,12.5,18.5,0.5,281.6666666666667,311.0,96.66666666666667,126.66666666666667,24.333333333333332,26.0,0.3333333333333333
Jets_Jaguars_4_2017,184.66666666666666,214.33333333333334,89.0,133.33333333333334,17.333333333333332,24.0,0.3333333333333333,193.33333333333334,124.33333333333333,140.0,135.33333333333334,29.666666666666668,17.0,0.6666666666666666
Texans_Titans_4_2017,166.66666666666666,225.0,128.66666666666666,98.66666666666667,17.666666666666668,24.666666666666668,0.3333333333333333,230.33333333333334,275.0,156.33333333333334,92.33333333333333,28.666666666666668,23.0,0.6666666666666666
Cowboys_Rams_4_2017,221.66666666666666,227.66666666666666,89.33333333333333,87.33333333333333,21.333333333333332,20.666666666666668,0.6666666666666666,279.0,204.66666666666666,95.33333333333333,139.0,35.666666666666664,25.0,0.6666666666666666
Patriots_Panthers_4_2017,340.0,330.6666666666667,100.66666666666667,130.33333333333334,33.0,31.666666666666668,0.6666666666666666,168.33333333333334,162.0,108.33333333333333,89.66666666666667,15.0,13.333333333333334,0.6666666666666666
Chargers_Eagles_4_2017,244.66666666666666,176.0,70.66666666666667,146.66666666666666,16.0,22.333333333333332,0.0,252.66666666666666,266.0,119.33333333333333,75.0,25.666666666666668,22.666666666666668,0.6666666666666666
