played,home_team,away_team,home_alias,away_alias,homePts,awayPts,winner,totalPts,home_passing_yards,away_passing_yards,home_rushing_yards,away_rushing_yards,week,season
True,Browns,Jets,CLE,NYJ,14,17,away,31,279,178,140,34,5,2017
True,Lions,Panthers,DET,CAR,24,27,away,51,192,334,50,28,5,2017
True,Cardinals,Buccaneers,ARI,TB,38,33,home,71,272,344,160,70,6,2017
True,Redskins,49ers,WAS,SF,26,24,home,50,325,250,94,85,6,2017
True,Jaguars,Rams,JAC,LA,17,27,away,44,220,107,169,142,6,2017
True,Ravens,Bears,BAL,CHI,24,27,away,51,166,111,125,231,6,2017
True,Broncos,Giants,DEN,NYG,10,23,away,33,366,118,46,148,6,2017
True,Texans,Browns,HOU,CLE,33,17,home,50,217,113,123,134,6,2017
True,Saints,Lions,NO,DET,52,38,home,90,186,281,193,66,6,2017
True,Vikings,Packers,MIN,GB,23,10,home,33,239,155,112,72,6,2017
True,Titans,Colts,TEN,IND,36,22,home,58,305,212,168,85,6,2017
True,Chiefs,Steelers,KC,PIT,13,19,away,32,223,245,28,194,6,2017
True,Panthers,Eagles,CAR,PHI,23,28,away,51,225,209,80,101,6,2017
True,Falcons,Dolphins,ATL,MIA,17,20,away,37,239,151,100,138,6,2017
True,Raiders,Chargers,OAK,LAC,16,17,away,33,165,263,109,80,6,2017
True,Jets,Patriots,NYJ,NE,17,24,away,41,334,257,74,118,6,2017
True,Patriots,Falcons,NE,ATL,23,7,home,30,241,223,162,120,7,2017
True,Steelers,Bengals,PIT,CIN,29,14,home,43,268,108,152,71,7,2017
True,Vikings,Ravens,MIN,BAL,24,16,home,40,188,144,169,64,7,2017
True,Bills,Buccaneers,BUF,TB,30,27,home,57,261,378,173,69,7,2017
True,Colts,Jaguars,IND,JAC,0,27,away,27,136,330,96,188,7,2017
True,Dolphins,Jets,MIA,NYJ,31,28,home,59,304,180,53,92,7,2017
True,Eagles,Redskins,PHI,WAS,34,24,home,58,244,269,127,75,7,2017
True,49ers,Cowboys,SF,DAL,10,40,away,50,187,236,103,265,7,2017
True,Rams,Cardinals,LA,ARI,33,0,home,33,228,171,197,25,7,2017
True,Packers,Saints,GB,NO,17,26,away,43,79,324,181,161,7,2017
True,Giants,Seahawks,NYG,SEA,7,24,away,31,131,321,46,104,7,2017
True,Raiders,Chiefs,OAK,KC,31,30,home,61,417,331,88,94,7,2017
True,Chargers,Broncos,LAC,DEN,21,0,home,21,162,182,80,69,7,2017
True,Bears,Panthers,CHI,CAR,17,3,home,20,85,185,68,108,7,2017
True,Browns,Titans,CLE,TEN,9,12,away,21,218,189,66,80,7,2017
True,Jets,Falcons,NYJ,ATL,20,25,away,45,236,246,43,140,8,2017
True,Ravens,Dolphins,BAL,MIA,40,0,home,40,121,151,174,45,8,2017
True,Seahawks,Texans,SEA,HOU,41,38,home,79,446,367,33,142,8,2017
True,Bengals,Colts,CIN,IND,24,23,home,47,218,216,58,115,8,2017
True,Buccaneers,Panthers,TB,CAR,3,17,away,20,194,154,85,100,8,2017
True,Bills,Raiders,BUF,OAK,34,14,home,48,165,313,166,54,8,2017
True,Patriots,Chargers,NE,LAC,21,13,home,34,317,192,97,157,8,2017
True,Redskins,Cowboys,WAS,DAL,19,33,away,52,236,138,49,169,8,2017
True,Saints,Bears,NO,CHI,20,12,home,32,286,150,101,157,8,2017
True,Lions,Steelers,DET,PIT,15,20,away,35,411,317,71,75,8,2017
True,Chiefs,Broncos,KC,DEN,29,19,home,48,197,187,79,177,8,2017
True,Eagles,49ers,PHI,SF,33,10,home,43,192,144,112,94,8,2017
True,Browns,Vikings,CLE,MIN,16,33,away,49,161,287,115,88,8,2017
True,Cowboys,Chiefs,DAL,KC,28,17,home,45,244,255,131,68,9,2017
True,Packers,Lions,GB,DET,17,30,away,47,233,353,78,64,9,2017
True,Jaguars,Bengals,JAC,CIN,23,7,home,30,259,119,149,29,9,2017
True,Eagles,Broncos,PHI,DEN,51,23,home,74,222,191,197,35,9,2017
True,Seahawks,Redskins,SEA,WAS,14,17,away,31,289,193,148,51,9,2017
True,Panthers,Falcons,CAR,ATL,20,17,home,37,129,302,201,53,9,2017
True,Titans,Ravens,TEN,BAL,23,20,home,43,186,268,71,73,9,2017
True,Texans,Colts,HOU,IND,14,20,away,34,194,279,94,92,9,2017
True,Giants,Rams,NYG,LA,17,51,away,68,208,311,111,162,9,2017
True,Dolphins,Raiders,MIA,OAK,24,27,away,51,309,295,86,84,9,2017
True,Saints,Buccaneers,NO,TB,30,10,home,40,256,113,151,87,9,2017
True,49ers,Cardinals,SF,ARI,10,20,away,30,266,201,63,167,9,2017
True,Jets,Bills,NYJ,BUF,34,21,home,55,137,244,194,63,9,2017
True,Rams,Texans,LA,HOU,33,7,home,40,339,194,104,89,10,2017
True,Bears,Packers,CHI,GB,16,23,away,39,268,182,55,160,10,2017
True,Broncos,Patriots,DEN,NE,16,41,away,57,221,297,118,99,10,2017
True,Redskins,Vikings,WAS,MIN,30,38,away,68,313,304,81,102,10,2017
True,Bills,Saints,BUF,NO,10,47,away,57,129,184,69,298,10,2017
True,Titans,Bengals,TEN,CIN,24,20,home,44,236,255,180,53,10,2017
True,Colts,Steelers,IND,PIT,17,20,away,37,196,228,71,88,10,2017
True,Cardinals,Seahawks,ARI,SEA,16,22,away,38,256,212,34,75,10,2017
True,Falcons,Cowboys,ATL,DAL,27,7,home,34,204,126,132,107,10,2017
True,Lions,Browns,DET,CLE,38,24,home,62,241,212,104,201,10,2017
True,Panthers,Dolphins,CAR,MIA,45,21,home,66,254,213,294,100,10,2017
True,Buccaneers,Jets,TB,NYJ,15,10,home,25,181,219,90,56,10,2017
True,Jaguars,Chargers,JAC,LAC,20,17,home,37,263,235,135,87,10,2017
True,49ers,Giants,SF,NYG,31,21,home,52,288,260,186,114,10,2017
True,Chargers,Bills,LAC,BUF,54,24,home,78,283,220,146,173,11,2017
True,Seahawks,Falcons,SEA,ATL,31,34,away,65,224,190,136,89,11,2017
True,Cowboys,Eagles,DAL,PHI,9,37,away,46,113,168,112,215,11,2017
True,Saints,Redskins,NO,WAS,34,31,home,65,375,300,160,156,11,2017
True,Giants,Chiefs,NYG,KC,12,9,home,21,205,229,112,134,11,2017
True,Packers,Ravens,GB,BAL,0,23,away,23,190,161,75,58,11,2017
True,Steelers,Titans,PIT,TEN,40,17,home,57,284,264,65,52,11,2017
True,Vikings,Rams,MIN,LA,24,7,home,31,280,209,171,45,11,2017
True,Dolphins,Buccaneers,MIA,TB,20,30,away,50,365,268,83,53,11,2017
True,Raiders,Patriots,OAK,NE,8,33,away,41,235,332,109,89,11,2017
True,Browns,Jaguars,CLE,JAC,7,19,away,26,134,145,50,139,11,2017
True,Broncos,Bengals,DEN,CIN,17,20,away,37,229,141,112,49,11,2017
True,Bears,Lions,CHI,DET,24,27,away,51,176,287,222,65,11,2017
True,Texans,Cardinals,HOU,ARI,31,21,home,52,223,244,134,48,11,2017
True,Raiders,Broncos,OAK,DEN,21,14,home,35,244,160,104,56,12,2017
True,Chiefs,Bills,KC,BUF,10,16,away,26,181,164,55,104,12,2017
True,Jets,Panthers,NYJ,CAR,27,35,away,62,282,154,109,145,12,2017
True,Cowboys,Chargers,DAL,LAC,6,28,away,34,168,434,79,81,12,2017
True,Steelers,Packers,PIT,GB,31,28,home,59,341,227,121,80,12,2017
True,Rams,Saints,LA,NO,26,20,home,46,327,223,88,123,12,2017
True,Eagles,Bears,PHI,CHI,31,3,home,34,244,134,176,6,12,2017
True,49ers,Seahawks,SF,SEA,13,24,away,37,196,228,84,90,12,2017
True,Bengals,Browns,CIN,CLE,30,16,home,46,209,236,152,169,12,2017
True,Colts,Titans,IND,TEN,16,20,away,36,165,184,89,92,12,2017
True,Redskins,Giants,WAS,NYG,20,10,home,30,201,86,122,84,12,2017
True,Ravens,Texans,BAL,HOU,23,16,home,39,155,237,139,66,12,2017
True,Cardinals,Jaguars,ARI,JAC,27,24,home,51,236,128,108,91,12,2017
True,Patriots,Dolphins,NE,MIA,35,17,home,52,221,154,196,67,12,2017
True,Falcons,Buccaneers,ATL,TB,34,20,home,54,368,279,148,94,12,2017
True,Lions,Vikings,DET,MIN,23,30,away,53,236,272,53,136,12,2017
True,Dolphins,Broncos,MIA,DEN,35,9,home,44,222,167,145,103,13,2017
True,Cowboys,Redskins,DAL,WAS,38,14,home,52,93,224,182,56,13,2017
True,Saints,Panthers,NO,CAR,31,21,home,52,252,167,148,112,13,2017
True,Bears,49ers,CHI,SF,14,15,away,29,85,278,62,110,13,2017
True,Bills,Patriots,BUF,NE,3,23,away,26,85,244,183,191,13,2017
True,Jets,Chiefs,NYJ,KC,38,31,home,69,331,362,157,112,13,2017
True,Raiders,Giants,OAK,NYG,24,17,home,41,282,200,119,65,13,2017
True,Cardinals,Rams,ARI,LA,16,32,away,48,187,213,118,90,13,2017
True,Seahawks,Eagles,SEA,PHI,24,10,home,34,209,327,101,98,13,2017
True,Titans,Texans,TEN,HOU,24,13,home,37,146,331,198,53,13,2017
True,Falcons,Vikings,ATL,MIN,9,14,away,23,173,207,102,105,13,2017
True,Chargers,Browns,LAC,CLE,19,10,home,29,335,202,94,89,13,2017
True,Ravens,Lions,BAL,DET,44,20,home,64,269,294,101,78,13,2017
True,Packers,Buccaneers,GB,TB,26,20,home,46,77,230,199,165,13,2017
True,Jaguars,Colts,JAC,IND,30,10,home,40,330,149,96,141,13,2017
True,Bengals,Steelers,CIN,PIT,20,23,away,43,223,282,130,92,13,2017
True,Buccaneers,Lions,TB,DET,21,24,away,45,267,381,133,53,14,2017
True,Bills,Colts,BUF,IND,13,7,home,20,92,64,227,163,14,2017
True,Steelers,Ravens,PIT,BAL,39,38,home,77,486,261,59,152,14,2017
True,Chiefs,Raiders,KC,OAK,26,15,home,41,243,198,165,70,14,2017
True,Falcons,Saints,ATL,NO,20,17,home,37,211,256,132,50,14,2017
True,Cardinals,Titans,ARI,TEN,12,7,home,19,125,139,136,65,14,2017
True,Bengals,Bears,CIN,CHI,7,33,away,40,164,250,70,232,14,2017
True,Dolphins,Patriots,MIA,NE,27,20,home,47,242,223,120,25,14,2017
True,Giants,Cowboys,NYG,DAL,10,30,away,40,228,332,102,122,14,2017
True,Rams,Eagles,LA,PHI,35,43,away,78,198,316,109,139,14,2017
True,Broncos,Jets,DEN,NYJ,23,0,home,23,189,41,84,59,14,2017
True,Panthers,Vikings,CAR,MIN,31,24,home,55,129,256,216,100,14,2017
True,Browns,Packers,CLE,GB,21,27,away,48,209,256,136,85,14,2017
True,Chargers,Redskins,LAC,WAS,30,13,home,43,314,136,174,65,14,2017
True,Jaguars,Seahawks,JAC,SEA,30,24,home,54,268,260,156,141,14,2017
True,Texans,49ers,HOU,SF,16,26,away,42,221,314,90,102,14,2017
True,Lions,Bears,DET,CHI,20,10,home,30,202,306,91,43,15,2017
True,Saints,Jets,NO,NYJ,31,19,home,50,281,170,131,124,15,2017
True,Buccaneers,Falcons,TB,ATL,21,24,away,45,289,209,84,201,15,2017
True,Panthers,Packers,CAR,GB,31,24,home,55,236,264,151,120,15,2017
True,Giants,Eagles,NYG,PHI,29,34,away,63,429,233,75,108,15,2017
True,49ers,Titans,SF,TEN,25,23,home,48,363,238,51,90,15,2017
True,Bills,Dolphins,BUF,MIA,24,16,home,40,212,249,116,100,15,2017
True,Seahawks,Rams,SEA,LA,7,42,away,49,71,108,78,244,15,2017
True,Browns,Ravens,CLE,BAL,10,27,away,37,136,279,130,97,15,2017
True,Chiefs,Chargers,KC,LAC,30,13,home,43,223,209,174,98,15,2017
True,Redskins,Cardinals,WAS,ARI,20,15,home,35,187,145,31,141,15,2017
True,Raiders,Cowboys,OAK,DAL,17,20,away,37,171,204,122,126,15,2017
True,Colts,Broncos,IND,DEN,13,25,away,38,158,251,70,211,15,2017
True,Steelers,Patriots,PIT,NE,24,27,away,51,270,283,143,77,15,2017
True,Vikings,Bengals,MIN,CIN,34,7,home,41,222,115,124,46,15,2017
True,Jaguars,Texans,JAC,HOU,45,7,home,52,326,99,138,87,15,2017
True,Packers,Vikings,GB,MIN,0,16,away,16,126,124,113,112,16,2017
True,49ers,Jaguars,SF,JAC,44,33,home,77,238,380,131,92,16,2017
True,Cowboys,Seahawks,DAL,SEA,12,21,away,33,154,60,128,76,16,2017
True,Panthers,Buccaneers,CAR,TB,22,19,home,41,140,326,115,66,16,2017
True,Jets,Chargers,NYJ,LAC,7,14,away,21,98,290,197,89,16,2017
True,Cardinals,Giants,ARI,NYG,23,0,home,23,215,250,74,43,16,2017
True,Texans,Steelers,HOU,PIT,6,34,away,40,51,226,176,104,16,2017
True,Redskins,Broncos,WAS,DEN,27,11,home,38,299,171,87,159,16,2017
True,Bears,Browns,CHI,CLE,20,3,home,23,161,178,97,76,16,2017
True,Chiefs,Dolphins,KC,MIA,29,13,home,42,301,286,103,59,16,2017
True,Ravens,Colts,BAL,IND,23,16,home,39,220,203,103,93,16,2017
True,Eagles,Raiders,PHI,OAK,19,10,home,29,138,137,78,137,16,2017
True,Saints,Falcons,NO,ATL,23,13,home,36,229,264,86,67,16,2017
True,Bengals,Lions,CIN,DET,26,17,home,43,222,189,142,87,16,2017
True,Patriots,Bills,NE,BUF,37,16,home,53,218,242,193,84,16,2017
True,Titans,Rams,TEN,LA,23,27,away,50,269,286,97,116,16,2017
True,Vikings,Bears,MIN,CHI,23,10,home,33,180,171,147,30,17,2017
True,Colts,Texans,IND,HOU,22,13,home,35,104,124,146,85,17,2017
True,Lions,Packers,DET,GB,35,11,home,46,305,153,51,103,17,2017
True,Titans,Jaguars,TEN,JAC,15,10,home,25,116,146,116,83,17,2017
True,Patriots,Jets,NE,NYJ,26,6,home,32,183,207,147,40,17,2017
True,Eagles,Cowboys,PHI,DAL,0,6,away,6,149,172,70,129,17,2017
True,Ravens,Bengals,BAL,CIN,27,31,away,58,194,213,118,146,17,2017
True,Giants,Redskins,NYG,WAS,18,10,home,28,121,136,260,61,17,2017
True,Rams,49ers,LA,SF,13,34,away,47,149,292,102,169,17,2017
True,Seahawks,Cardinals,SEA,ARI,24,26,away,50,195,143,101,116,17,2017
True,Steelers,Browns,PIT,CLE,28,24,home,52,224,272,124,102,17,2017
True,Chargers,Raiders,LAC,OAK,30,10,home,40,380,231,115,105,17,2017
True,Falcons,Panthers,ATL,CAR,22,10,home,32,311,161,60,87,17,2017
True,Broncos,Chiefs,DEN,KC,24,27,away,51,226,269,110,110,17,2017
True,Dolphins,Bills,MIA,BUF,16,22,away,38,263,186,93,126,17,2017
True,Buccaneers,Saints,TB,NO,31,24,home,55,345,231,110,92,17,2017
True,Colts,Bengals,IND,CIN,23,34,away,57,305,229,75,101,1,2018
True,Saints,Buccaneers,NO,TB,40,48,away,88,432,417,43,112,1,2018
True,Dolphins,Titans,MIA,TEN,27,20,home,47,222,220,120,116,1,2018
True,Raiders,Rams,OAK,LA,13,33,away,46,300,225,95,140,1,2018
True,Cardinals,Redskins,ARI,WAS,6,24,away,30,145,247,68,182,1,2018
True,Vikings,49ers,MIN,SF,24,16,home,40,227,237,116,90,1,2018
True,Broncos,Seahawks,DEN,SEA,27,24,home,51,324,242,146,64,1,2018
True,Giants,Jaguars,NYG,JAC,15,20,away,35,210,168,114,137,1,2018
True,Packers,Bears,GB,CHI,24,23,home,47,301,155,69,139,1,2018
True,Lions,Jets,DET,NYJ,17,48,away,65,300,180,39,169,1,2018
True,Chargers,Chiefs,LAC,KC,28,38,away,66,418,256,123,106,1,2018
True,Eagles,Falcons,PHI,ATL,18,12,home,30,119,225,113,74,1,2018
True,Ravens,Bills,BAL,BUF,47,3,home,50,252,70,117,83,1,2018
True,Panthers,Cowboys,CAR,DAL,16,8,home,24,146,138,147,94,1,2018
True,Patriots,Texans,NE,HOU,27,20,home,47,267,158,122,167,1,2018
True,Browns,Steelers,CLE,PIT,21,21,tie,42,150,313,177,159,1,2018
True,Jaguars,Patriots,JAC,NE,31,20,home,51,376,220,104,82,2,2018
True,Broncos,Raiders,DEN,OAK,20,19,home,39,217,281,168,92,2,2018
True,Steelers,Chiefs,PIT,KC,37,42,away,79,442,322,33,127,2,2018
True,Bengals,Ravens,CIN,BAL,34,23,home,57,265,359,108,66,2,2018
True,Cowboys,Giants,DAL,NYG,20,13,home,33,160,220,138,35,2,2018
True,Redskins,Colts,WAS,IND,9,21,away,30,269,177,65,104,2,2018
True,Buccaneers,Eagles,TB,PHI,27,21,home,48,393,321,43,91,2,2018
True,Jets,Dolphins,NYJ,MIA,12,20,away,32,320,122,42,135,2,2018
True,Titans,Texans,TEN,HOU,20,17,home,37,183,289,100,148,2,2018
True,Bills,Chargers,BUF,LAC,20,31,away,51,209,240,84,109,2,2018
True,Falcons,Panthers,ATL,CAR,31,24,home,55,272,318,170,121,2,2018
True,Rams,Cardinals,LA,ARI,34,0,home,34,342,83,90,54,2,2018
True,Packers,Vikings,GB,MIN,29,29,tie,58,253,412,98,68,2,2018
True,Saints,Browns,NO,CLE,21,18,home,39,213,234,62,93,2,2018
True,49ers,Lions,SF,DET,30,27,home,57,156,329,190,98,2,2018
True,Bears,Seahawks,CHI,SEA,24,17,home,41,185,202,86,74,2,2018
True,Panthers,Bengals,CAR,CIN,31,21,home,52,147,330,230,66,3,2018
True,Lions,Patriots,DET,NE,26,10,home,36,255,120,159,89,3,2018
True,Falcons,Saints,ATL,NO,37,43,away,80,359,391,48,143,3,2018
True,Ravens,Broncos,BAL,DEN,27,14,home,41,265,173,77,120,3,2018
True,Jaguars,Titans,JAC,TEN,6,9,away,15,145,83,87,150,3,2018
True,Browns,Jets,CLE,NYJ,21,17,home,38,190,161,133,107,3,2018
True,Rams,Chargers,LA,LAC,35,23,home,58,350,215,171,141,3,2018
True,Vikings,Bills,MIN,BUF,6,27,away,33,278,164,14,128,3,2018
True,Chiefs,49ers,KC,SF,38,27,home,65,307,228,77,178,3,2018
True,Cardinals,Bears,ARI,CHI,14,16,away,30,168,194,53,122,3,2018
True,Eagles,Colts,PHI,IND,20,16,home,36,227,141,152,68,3,2018
True,Buccaneers,Steelers,TB,PIT,27,30,away,57,392,335,63,78,3,2018
True,Seahawks,Cowboys,SEA,DAL,24,13,home,37,182,137,113,166,3,2018
True,Dolphins,Raiders,MIA,OAK,28,20,home,48,332,325,41,109,3,2018
True,Redskins,Packers,WAS,GB,31,17,home,48,220,240,166,100,3,2018
True,Texans,Giants,HOU,NYG,22,27,away,49,368,265,59,114,3,2018
True,Patriots,Dolphins,NE,MIA,38,7,home,45,274,116,175,56,4,2018
True,Cowboys,Lions,DAL,DET,26,24,home,50,231,286,183,96,4,2018
True,Bears,Buccaneers,CHI,TB,48,10,home,58,344,251,139,60,4,2018
True,Giants,Saints,NYG,NO,18,33,away,51,234,219,65,170,4,2018
True,Chargers,49ers,LAC,SF,29,27,home,56,242,288,126,76,4,2018
True,Falcons,Bengals,ATL,CIN,36,37,away,73,403,308,92,99,4,2018
True,Jaguars,Jets,JAC,NYJ,31,12,home,43,377,144,126,34,4,2018
True,Colts,Texans,IND,HOU,34,37,away,71,437,347,41,119,4,2018
True,Rams,Vikings,LA,MIN,38,31,home,69,456,392,100,54,4,2018
True,Packers,Bills,GB,BUF,22,0,home,22,282,87,141,58,4,2018
True,Raiders,Browns,OAK,CLE,45,42,home,87,426,279,139,208,4,2018
True,Titans,Eagles,TEN,PHI,26,23,home,49,327,315,70,117,4,2018
True,Broncos,Chiefs,DEN,KC,23,27,away,50,226,304,159,142,4,2018
True,Cardinals,Seahawks,ARI,SEA,17,20,away,37,171,160,92,171,4,2018
True,Steelers,Ravens,PIT,BAL,14,26,away,40,265,355,19,96,4,2018
True,Chiefs,Jaguars,KC,JAC,30,14,home,44,298,401,126,101,5,2018
True,Texans,Cowboys,HOU,DAL,19,16,home,35,374,194,88,98,5,2018
True,Browns,Ravens,CLE,BAL,12,9,home,21,304,294,112,116,5,2018
True,Lions,Packers,DET,GB,31,23,home,54,170,423,94,98,5,2018
True,Saints,Redskins,NO,WAS,43,19,home,62,349,244,98,39,5,2018
True,Bengals,Dolphins,CIN,MIA,27,17,home,44,229,169,103,128,5,2018
True,49ers,Cardinals,SF,ARI,18,28,away,46,300,164,147,56,5,2018
True,Seahawks,Rams,SEA,LA,31,33,away,64,183,313,190,155,5,2018
True,Bills,Titans,BUF,TEN,13,12,home,25,79,121,144,100,5,2018
True,Panthers,Giants,CAR,NYG,33,31,home,64,232,382,118,50,5,2018
True,Eagles,Vikings,PHI,MIN,21,23,away,44,283,298,81,77,5,2018
True,Jets,Broncos,NYJ,DEN,34,16,home,50,189,344,323,92,5,2018
True,Patriots,Colts,NE,IND,38,24,home,62,341,355,97,84,5,2018
True,Steelers,Falcons,PIT,ATL,41,17,home,58,250,262,131,62,5,2018
True,Chargers,Raiders,LAC,OAK,26,10,home,36,333,248,79,41,5,2018
True,Patriots,Chiefs,NE,KC,43,40,home,83,327,352,173,94,6,2018
True,Giants,Eagles,NYG,PHI,13,34,away,47,254,271,147,108,6,2018
True,Titans,Ravens,TEN,BAL,0,21,away,21,51,238,55,123,6,2018
True,Raiders,Seahawks,OAK,SEA,3,27,away,30,106,214,79,155,6,2018
True,Jets,Colts,NYJ,IND,42,34,home,76,267,301,107,127,6,2018
True,Browns,Chargers,CLE,LAC,14,38,away,52,214,203,103,246,6,2018
True,Dolphins,Bears,MIA,CHI,31,28,home,59,380,303,161,164,6,2018
True,Falcons,Buccaneers,ATL,TB,34,29,home,63,347,389,70,121,6,2018
True,Packers,49ers,GB,SF,33,30,home,63,405,227,116,174,6,2018
True,Broncos,Rams,DEN,LA,20,23,away,43,297,174,60,270,6,2018
True,Vikings,Cardinals,MIN,ARI,27,17,home,44,216,208,195,60,6,2018
True,Texans,Bills,HOU,BUF,20,13,home,33,142,129,74,100,6,2018
True,Cowboys,Jaguars,DAL,JAC,40,7,home,47,172,139,206,65,6,2018
True,Bengals,Steelers,CIN,PIT,21,28,away,49,213,369,62,112,6,2018
True,Redskins,Panthers,WAS,CAR,23,17,home,40,156,269,132,81,6,2018
True,Falcons,Giants,ATL,NYG,23,20,home,43,356,372,67,61,7,2018
True,Redskins,Cowboys,WAS,DAL,20,17,home,37,175,250,130,73,7,2018
True,Bears,Patriots,CHI,NE,31,38,away,69,319,273,134,108,7,2018
True,Buccaneers,Browns,TB,CLE,26,23,home,49,342,186,114,119,7,2018
True,Jaguars,Texans,JAC,HOU,7,20,away,27,189,131,70,141,7,2018
True,Jets,Vikings,NYJ,MIN,17,37,away,54,192,228,71,88,7,2018
True,49ers,Rams,SF,LA,10,39,away,49,121,193,107,146,7,2018
True,Colts,Bills,IND,BUF,37,5,home,42,156,168,220,135,7,2018
True,Chargers,Titans,LAC,TEN,20,19,home,39,297,226,47,164,7,2018
True,Cardinals,Broncos,ARI,DEN,10,45,away,55,154,178,69,131,7,2018
True,Dolphins,Lions,MIA,DET,21,32,away,53,215,209,107,248,7,2018
True,Eagles,Panthers,PHI,CAR,17,21,away,38,284,250,58,121,7,2018
True,Ravens,Saints,BAL,NO,23,24,away,47,274,205,77,134,7,2018
True,Chiefs,Bengals,KC,CIN,45,10,home,55,353,174,198,65,7,2018
True,Raiders,Colts,OAK,IND,28,42,away,70,244,239,103,222,8,2018
True,Chiefs,Broncos,KC,DEN,30,23,home,53,291,222,49,189,8,2018
True,Rams,Packers,LA,GB,29,27,home,56,281,253,135,106,8,2018
True,Texans,Dolphins,HOU,MIA,42,23,home,65,239,254,188,116,8,2018
True,Bills,Patriots,BUF,NE,6,25,away,31,287,311,46,76,8,2018
True,Steelers,Browns,PIT,CLE,33,18,home,51,253,163,168,74,8,2018
True,Bengals,Buccaneers,CIN,TB,37,34,home,71,264,450,138,126,8,2018
True,Jaguars,Eagles,JAC,PHI,18,24,away,42,265,262,70,133,8,2018
True,Cardinals,49ers,ARI,SF,18,15,home,33,233,160,88,107,8,2018
True,Panthers,Ravens,CAR,BAL,36,21,home,57,232,224,154,101,8,2018
True,Giants,Redskins,NYG,WAS,13,20,away,33,266,178,37,182,8,2018
True,Vikings,Saints,MIN,NO,20,30,away,50,338,164,85,106,8,2018
True,Bears,Jets,CHI,NYJ,24,10,home,34,216,150,179,57,8,2018
True,Lions,Seahawks,DET,SEA,14,28,away,42,297,237,34,176,8,2018
True,Seahawks,Chargers,SEA,LAC,17,25,away,42,202,215,154,160,9,2018
True,Bills,Bears,BUF,CHI,9,41,away,50,166,126,98,64,9,2018
True,49ers,Raiders,SF,OAK,34,3,home,37,262,140,143,102,9,2018
True,Browns,Chiefs,CLE,KC,21,37,away,58,286,360,102,139,9,2018
True,Panthers,Buccaneers,CAR,TB,42,28,home,70,228,219,179,82,9,2018
True,Patriots,Packers,NE,GB,31,17,home,48,310,250,123,117,9,2018
True,Dolphins,Jets,MIA,NYJ,13,6,home,19,104,202,64,80,9,2018
True,Saints,Rams,NO,LA,45,35,home,80,346,391,141,92,9,2018
True,Redskins,Falcons,WAS,ATL,14,38,away,52,287,337,79,154,9,2018
True,Broncos,Texans,DEN,HOU,17,19,away,36,273,192,75,98,9,2018
True,Cowboys,Titans,DAL,TEN,14,28,away,42,225,215,72,125,9,2018
True,Ravens,Steelers,BAL,PIT,16,23,away,39,204,282,61,113,9,2018
True,Vikings,Lions,MIN,DET,24,9,home,33,155,143,128,66,9,2018
True,49ers,Giants,SF,NYG,23,27,away,50,250,180,124,97,10,2018
True,Packers,Dolphins,GB,MIA,31,12,home,43,182,163,195,131,10,2018
True,Jets,Bills,NYJ,BUF,10,41,away,51,116,239,83,212,10,2018
True,Titans,Patriots,TEN,NE,34,10,home,44,235,244,150,40,10,2018
True,Raiders,Chargers,OAK,LAC,6,20,away,26,203,222,114,113,10,2018
True,Bengals,Saints,CIN,NO,14,51,away,65,174,265,110,244,10,2018
True,Steelers,Panthers,PIT,CAR,52,21,home,73,319,147,138,95,10,2018
True,Chiefs,Cardinals,KC,ARI,26,14,home,40,212,166,118,94,10,2018
True,Buccaneers,Redskins,TB,WAS,3,16,away,19,398,170,103,116,10,2018
True,Bears,Lions,CHI,DET,34,22,home,56,348,229,54,76,10,2018
True,Browns,Falcons,CLE,ATL,28,16,home,44,216,311,211,71,10,2018
True,Rams,Seahawks,LA,SEA,36,31,home,67,307,141,149,273,10,2018
True,Colts,Jaguars,IND,JAC,29,26,home,55,285,324,81,91,10,2018
True,Eagles,Cowboys,PHI,DAL,20,27,away,47,350,239,71,171,10,2018
True,Redskins,Texans,WAS,HOU,21,23,away,44,154,181,124,139,11,2018
True,Cardinals,Raiders,ARI,OAK,21,23,away,44,128,173,154,152,11,2018
True,Ravens,Bengals,BAL,CIN,24,21,home,45,136,207,267,48,11,2018
True,Bears,Vikings,CHI,MIN,25,20,home,45,160,246,148,22,11,2018
True,Rams,Chiefs,LA,KC,54,51,home,105,379,448,76,98,11,2018
True,Colts,Titans,IND,TEN,38,10,home,48,295,176,102,87,11,2018
True,Jaguars,Steelers,JAC,PIT,16,20,away,36,64,297,179,26,11,2018
True,Lions,Panthers,DET,CAR,20,19,home,39,215,331,94,56,11,2018
True,Chargers,Broncos,LAC,DEN,22,23,away,45,384,217,95,108,11,2018
True,Saints,Eagles,NO,PHI,48,7,home,55,373,138,173,58,11,2018
True,Falcons,Cowboys,ATL,DAL,19,22,away,41,274,191,80,132,11,2018
True,Seahawks,Packers,SEA,GB,27,24,home,51,205,311,173,48,11,2018
True,Giants,Buccaneers,NYG,TB,38,35,home,73,196,359,163,151,11,2018
True,Ravens,Raiders,BAL,OAK,34,17,home,51,174,182,242,67,12,2018
True,Jets,Patriots,NYJ,NE,13,27,away,40,264,283,74,215,12,2018
True,Texans,Titans,HOU,TEN,34,17,home,51,181,260,281,105,12,2018
True,Chargers,Cardinals,LAC,ARI,45,10,home,55,236,87,178,62,12,2018
